targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;-1;0.0;5;2.678;Left;0.802;-5;lctrl;1;-1;3;0.751;0.0;0.81;0;0.851;practice;1
-5;1;0.0;-5;2.333;Left;0.801;-5;lctrl;2;1;3;0.751;0.0;0.469;2;0.851;practice;1
5;1;0.0;5;2.242;Right;0.802;5;rctrl;3;1;3;0.752;0.0;0.363;1;0.852;practice;1
-5;1;0.0;-5;2.255;Left;0.801;5;lctrl;4;-1;3;0.751;0.0;0.379;1;0.851;practice;1
-5;1;0.0;-5;2.271;Left;0.8;-5;lctrl;5;1;3;0.75;0.0;0.406;0;0.85;practice;1
-5;-1;0.0;5;3.06;Left;0.802;5;lctrl;6;1;48;0.752;0.0;0.433;5;1.602;practice;1
-5;1;0.0;-5;2.299;Left;0.8;-5;lctrl;7;1;3;0.751;0.0;0.436;3;0.85;practice;1
-5;-1;0.0;5;2.367;Left;0.802;5;lctrl;8;1;3;0.752;0.0;0.499;2;0.852;practice;1
5;1;0.0;5;2.993;Right;0.802;5;rctrl;9;1;48;0.752;0.0;0.349;0;1.609;practice;1
-5;1;0.0;-5;2.989;Left;0.801;-5;lctrl;10;1;48;0.751;0.0;0.363;2;1.604;practice;1
5;1;0.0;5;2.942;Right;0.801;5;rctrl;11;1;48;0.751;0.0;0.317;2;1.606;practice;1
-5;-1;0.0;5;2.325;Left;0.803;5;lctrl;12;1;3;0.752;0.0;0.458;4;0.853;practice;1
-5;-1;0.0;5;3.031;Left;0.806;5;lctrl;13;1;48;0.756;0.0;0.407;0;1.608;practice;1
5;-1;0.0;-5;2.299;Right;0.802;-5;rctrl;14;1;3;0.752;0.0;0.426;2;0.852;practice;1
5;-1;0.0;-5;2.318;Right;0.801;5;rctrl;15;-1;3;0.751;0.0;0.441;0;0.851;practice;1
-5;1;0.0;-5;2.989;Left;0.801;5;lctrl;16;-1;48;0.751;0.0;0.349;1;1.603;practice;1
-5;-1;0.0;5;3.035;Left;0.806;5;lctrl;17;1;48;0.756;0.0;0.412;3;1.608;practice;1
5;1;0.0;5;2.299;Right;0.799;5;rctrl;18;1;3;0.749;0.0;0.431;5;0.849;practice;1
-5;1;0.0;-5;3.004;Left;0.806;-5;lctrl;19;1;48;0.756;0.0;0.365;3;1.608;practice;1
-5;-1;0.0;5;3.191;Left;0.801;-5;lctrl;20;-1;48;0.751;0.0;0.577;0;1.602;practice;1
-5;-1;0.0;5;2.516;Left;0.807;5;lctrl;21;1;3;0.752;0.0;0.647;5;0.857;practice;1
5;-1;0.0;-5;3.254;Right;0.804;-5;rctrl;22;1;48;0.753;0.0;0.648;0;1.605;practice;1
-5;1;0.0;-5;3.022;Left;0.802;-5;lctrl;23;1;48;0.752;0.0;0.402;5;1.603;practice;1
5;1;0.0;5;2.996;Right;0.803;5;rctrl;24;1;48;0.752;0.0;0.382;1;1.609;practice;1
5;1;0.0;5;2.28;Right;0.803;5;rctrl;25;1;3;0.752;0.0;0.409;2;0.853;practice;1
-5;1;0.0;-5;2.24;Left;0.801;-5;lctrl;26;1;3;0.751;0.0;0.364;5;0.851;practice;1
5;1;0.0;5;2.973;Right;0.801;5;rctrl;27;1;48;0.751;0.0;0.359;4;1.601;practice;1
-5;-1;0.0;5;2.515;Left;0.803;5;lctrl;28;1;3;0.752;0.0;0.643;1;0.853;practice;1
5;1;0.0;5;2.302;Right;0.8;5;rctrl;29;1;3;0.75;0.0;0.436;0;0.85;practice;1
5;-1;0.0;-5;2.294;Right;0.802;-5;rctrl;30;1;3;0.751;0.0;0.429;4;0.852;practice;1
-5;-1;0.0;5;2.456;Left;0.807;5;lctrl;31;1;3;0.756;0.0;0.586;3;0.857;practice;1
5;-1;0.0;-5;2.261;Right;0.802;-5;rctrl;32;1;3;0.752;0.0;0.389;1;0.852;practice;1
-5;1;0.0;-5;2.976;Left;0.802;-5;lctrl;1;1;48;0.752;0.0;0.356;2;1.604;en1;1
-5;-1;0.0;5;2.967;Left;0.801;5;rctrl;2;1;48;0.751;0.0;0.322;3;1.602;en1;0
5;1;0.0;5;2.972;Right;0.8;-5;rctrl;3;-1;3;0.75;0.0;1.115;1;0.85;en1;1
-5;-1;0.0;5;2.562;Left;0.801;5;lctrl;4;1;3;0.752;0.0;0.682;3;0.851;en1;1
-5;-1;0.0;5;2.973;Left;0.801;5;rctrl;5;1;48;0.751;0.0;0.328;2;1.604;en1;0
-5;-1;0.0;5;3.09;Left;0.803;5;lctrl;6;1;48;0.752;0.0;0.464;1;1.609;en1;1
-5;1;0.0;-5;2.302;Left;0.801;-5;lctrl;7;1;3;0.751;0.0;0.438;4;0.851;en1;1
5;-1;0.0;-5;3.136;Right;0.803;-5;rctrl;8;1;48;0.753;0.0;0.51;1;1.605;en1;1
5;-1;0.0;-5;3.018;Right;0.802;-5;rctrl;9;1;48;0.752;0.0;0.4;2;1.602;en1;1
-5;1;0.0;-5;2.275;Left;0.801;-5;lctrl;10;1;3;0.751;0.0;0.411;3;0.851;en1;1
-5;-1;0.0;5;3.079;Left;0.802;5;lctrl;11;1;48;0.752;0.0;0.463;0;1.602;en1;1
5;1;0.0;5;2.302;Right;0.801;5;rctrl;12;1;3;0.751;0.0;0.425;4;0.851;en1;1
5;1;0.0;5;2.987;Right;0.802;5;rctrl;13;1;48;0.752;0.0;0.369;2;1.605;en1;1
-5;1;0.0;-5;2.307;Left;0.803;-5;lctrl;14;1;3;0.753;0.0;0.428;1;0.853;en1;1
-5;-1;0.0;5;3.02;Left;0.801;-5;lctrl;15;-1;48;0.751;0.0;0.405;0;1.602;en1;1
5;-1;0.0;-5;3.275;Right;0.803;5;rctrl;16;-1;48;0.753;0.0;0.646;0;1.605;en1;1
-5;1;0.0;-5;2.333;Left;0.801;5;lctrl;17;-1;3;0.751;0.0;0.47;1;0.851;en1;1
-5;-1;0.0;5;2.384;Left;0.802;5;lctrl;18;1;3;0.752;0.0;0.517;4;0.852;en1;1
-5;1;0.0;-5;2.369;Left;0.802;-5;lctrl;19;1;3;0.752;0.0;0.499;2;0.852;en1;1
5;1;0.0;5;2.354;Right;0.802;5;rctrl;20;1;3;0.752;0.0;0.489;1;0.852;en1;1
-5;1;0.0;-5;3.006;Left;0.801;-5;lctrl;21;1;48;0.751;0.0;0.398;4;1.601;en1;1
-5;-1;0.0;5;2.593;Left;0.801;5;lctrl;22;1;3;0.751;0.0;0.722;5;0.851;en1;1
5;-1;0.0;-5;3.158;Right;0.802;-5;rctrl;23;1;48;0.752;0.0;0.536;0;1.604;en1;1
5;-1;0.0;-5;2.999;Right;0.802;-5;rctrl;24;1;48;0.752;0.0;0.381;4;1.604;en1;1
5;1;0.0;5;3.021;Right;0.806;5;rctrl;25;1;48;0.756;0.0;0.388;0;1.609;en1;1
5;1;0.0;5;3.129;Right;0.801;5;rctrl;26;1;48;0.751;0.0;0.502;1;1.603;en1;1
5;-1;0.0;-5;2.317;Right;0.809;-5;rctrl;27;1;3;0.758;0.0;0.438;0;0.859;en1;1
-5;1;0.0;-5;2.316;Left;0.802;-5;lctrl;28;1;3;0.752;0.0;0.448;5;0.852;en1;1
5;1;0.0;5;2.271;Right;0.802;-5;rctrl;29;-1;3;0.751;0.0;0.397;0;0.852;en1;1
5;-1;0.0;-5;2.333;Right;0.801;-5;rctrl;30;1;3;0.751;0.0;0.456;2;0.851;en1;1
5;-1;0.0;-5;2.333;Right;0.801;-5;rctrl;31;1;3;0.751;0.0;0.46;5;0.851;en1;1
5;1;0.0;5;3.096;Right;0.802;5;rctrl;32;1;48;0.752;0.0;0.478;4;1.603;en1;1
-5;1;0.0;-5;2.988;Left;0.801;-5;lctrl;33;1;48;0.751;0.0;0.366;5;1.603;en1;1
-5;1;0.0;-5;3.026;Left;0.803;-5;lctrl;34;1;48;0.753;0.0;0.402;1;1.605;en1;1
5;1;0.0;5;2.942;Right;0.801;-5;rctrl;35;-1;48;0.751;0.0;0.321;1;1.604;en1;1
5;1;0.0;5;2.952;Right;0.807;5;rctrl;36;1;48;0.757;0.0;0.33;5;1.609;en1;1
-5;1;0.0;-5;2.987;Left;0.801;-5;lctrl;37;1;48;0.751;0.0;0.36;3;1.604;en1;1
5;-1;0.0;-5;3.048;Right;0.802;5;rctrl;38;-1;48;0.752;0.0;0.428;1;1.603;en1;1
-5;-1;0.0;5;3.098;Left;0.802;5;lctrl;39;1;48;0.751;0.0;0.468;4;1.604;en1;1
5;-1;0.0;-5;2.989;Right;0.801;-5;rctrl;40;1;48;0.751;0.0;0.368;3;1.607;en1;1
-5;-1;0.0;5;3.085;Left;0.802;5;lctrl;41;1;48;0.752;0.0;0.461;5;1.603;en1;1
-5;-1;0.0;5;3.02;Left;0.801;-5;lctrl;42;-1;48;0.751;0.0;0.396;1;1.608;en1;1
-5;1;0.0;-5;3.004;Left;0.801;5;lctrl;43;-1;48;0.751;0.0;0.375;1;1.602;en1;1
5;1;0.0;5;2.973;Right;0.805;-5;rctrl;44;-1;48;0.755;0.0;0.344;0;1.607;en1;1
-5;-1;0.0;5;2.302;Left;0.801;5;lctrl;45;1;3;0.751;0.0;0.424;1;0.851;en1;1
5;1;0.0;5;2.255;Right;0.801;5;rctrl;46;1;3;0.751;0.0;0.379;5;0.851;en1;1
-5;-1;0.0;5;2.346;Left;0.802;5;lctrl;47;1;3;0.752;0.0;0.472;0;0.853;en1;1
5;-1;0.0;-5;2.411;Right;0.802;5;rctrl;48;-1;3;0.752;0.0;0.536;1;0.852;en1;1
5;1;0.0;5;2.971;Right;0.802;5;rctrl;49;1;48;0.752;0.0;0.364;3;1.604;en1;1
