targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;-1;0.0;5;2.756;Left;0.802;-5;lctrl;1;-1;3;0.752;0.0;0.888;0;0.852;practice;1
5;-1;0.0;-5;3.107;Right;0.801;-5;rctrl;2;1;48;0.751;0.0;0.48;1;1.603;practice;1
5;1;0.0;5;2.333;Right;0.801;5;rctrl;3;1;3;0.751;0.0;0.462;2;0.851;practice;1
5;-1;0.0;-5;2.442;Right;0.801;5;rctrl;4;-1;3;0.751;0.0;0.577;0;0.851;practice;1
-5;1;0.0;-5;2.424;Left;0.807;5;lctrl;5;-1;3;0.756;0.0;0.552;1;0.857;practice;1
5;1;0.0;5;2.979;Right;0.802;-5;rctrl;6;-1;48;0.752;0.0;0.35;0;1.602;practice;1
5;-1;0.0;-5;2.988;Right;0.8;-5;rctrl;7;1;48;0.75;0.0;0.365;3;1.602;practice;1
-5;1;0.0;-5;3.082;Left;0.803;-5;lctrl;8;1;48;0.753;0.0;0.463;1;1.605;practice;1
-5;-1;0.0;5;2.364;Left;0.802;5;lctrl;9;1;3;0.752;0.0;0.486;5;0.852;practice;1
5;1;0.0;5;3.176;Right;0.801;5;rctrl;10;1;48;0.751;0.0;0.551;3;1.608;practice;1
5;-1;0.0;-5;2.371;Right;0.802;-5;rctrl;11;1;3;0.753;0.0;0.499;2;0.852;practice;1
5;-1;0.0;-5;2.325;Right;0.802;-5;rctrl;12;1;3;0.751;0.0;0.458;5;0.852;practice;1
5;1;0.0;5;3.109;Right;0.802;5;rctrl;13;1;48;0.752;0.0;0.49;0;1.604;practice;1
5;1;0.0;5;2.281;Right;0.806;5;rctrl;14;1;3;0.756;0.0;0.413;1;0.856;practice;1
-5;1;0.0;-5;3.018;Left;0.801;-5;lctrl;15;1;48;0.751;0.0;0.392;5;1.603;practice;1
-5;1;0.0;-5;2.286;Left;0.801;5;lctrl;16;-1;3;0.751;0.0;0.423;0;0.851;practice;1
-5;-1;0.0;5;2.995;Left;0.807;5;rctrl;17;1;48;0.757;0.0;0.341;5;1.608;practice;0
5;1;0.0;5;3.016;Right;0.802;5;rctrl;18;1;48;0.752;0.0;0.386;4;1.604;practice;1
5;1;0.0;5;2.271;Right;0.801;5;rctrl;19;1;3;0.751;0.0;0.405;4;0.851;practice;1
-5;1;0.0;-5;2.358;Left;0.803;-5;lctrl;20;1;3;0.752;0.0;0.487;3;0.853;practice;1
5;1;0.0;5;3.061;Right;0.802;5;rctrl;21;1;48;0.752;0.0;0.434;5;1.608;practice;1
-5;-1;0.0;5;3.2;Left;0.802;-5;lctrl;22;-1;48;0.751;0.0;0.578;1;1.604;practice;1
5;-1;0.0;-5;3.066;Right;0.801;5;rctrl;23;-1;48;0.751;0.0;0.44;1;1.608;practice;1
5;-1;0.0;-5;3.08;Right;0.802;-5;rctrl;24;1;48;0.751;0.0;0.449;0;1.604;practice;1
-5;-1;0.0;5;2.395;Left;0.802;-5;lctrl;25;-1;3;0.752;0.0;0.522;1;0.852;practice;1
5;-1;0.0;-5;2.473;Right;0.801;-5;rctrl;26;1;3;0.751;0.0;0.616;4;0.851;practice;1
-5;-1;0.0;5;2.436;Left;0.802;5;lctrl;27;1;3;0.752;0.0;0.569;4;0.852;practice;1
-5;-1;0.0;5;2.418;Left;0.807;5;lctrl;28;1;3;0.757;0.0;0.544;1;0.857;practice;1
5;-1;0.0;-5;3.035;Right;0.801;-5;rctrl;29;1;48;0.751;0.0;0.405;5;1.604;practice;1
-5;1;0.0;-5;2.63;Left;0.805;-5;lctrl;30;1;3;0.755;0.0;0.75;5;0.856;practice;1
-5;1;0.0;-5;2.314;Left;0.801;-5;lctrl;31;1;3;0.751;0.0;0.443;4;0.852;practice;1
-5;1;0.0;-5;3.394;Left;0.801;-5;lctrl;32;1;48;0.751;0.0;0.77;3;1.604;practice;1
5;1;0.0;5;2.286;Right;0.806;5;rctrl;1;1;3;0.756;0.0;0.404;4;0.857;en1;1
5;-1;0.0;-5;2.24;Right;0.801;-5;lctrl;2;1;3;0.751;0.0;0.349;1;0.851;en1;0
5;1;0.0;5;2.936;Right;0.803;5;rctrl;3;1;48;0.752;0.0;0.311;0;1.605;en1;1
5;1;0.0;5;2.987;Right;0.802;5;rctrl;4;1;48;0.752;0.0;0.367;3;1.605;en1;1
5;-1;0.0;-5;3.009;Right;0.803;-5;rctrl;5;1;48;0.753;0.0;0.379;2;1.603;en1;1
