targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;1;0.0;-5;2.288;Left;0.801;5;lctrl;1;-1;3;0.751;0.0;0.424;1;0.851;practice;1
-5;1;0.0;-5;2.873;Left;0.802;-5;lctrl;2;1;48;0.752;0.0;0.242;4;1.604;practice;1
5;1;0.0;5;2.911;Right;0.801;5;rctrl;3;1;48;0.751;0.0;0.291;1;1.603;practice;1
5;1;0.0;5;2.221;Right;0.802;5;rctrl;4;1;3;0.752;0.0;0.346;5;0.852;practice;1
5;-1;0.0;-5;2.192;Right;0.801;-5;lctrl;5;1;3;0.751;0.0;0.302;2;0.851;practice;0
-5;-1;0.0;5;3.022;Left;0.806;5;lctrl;6;1;48;0.756;0.0;0.389;1;1.609;practice;1
-5;1;0.0;-5;2.271;Left;0.801;5;lctrl;7;-1;3;0.751;0.0;0.405;0;0.851;practice;1
-5;-1;0.0;5;2.388;Left;0.803;5;lctrl;8;1;3;0.752;0.0;0.51;5;0.853;practice;1
-5;1;0.0;-5;2.224;Left;0.801;-5;lctrl;9;1;3;0.751;0.0;0.357;3;0.851;practice;1
-5;-1;0.0;5;3.015;Left;0.802;5;rctrl;10;1;48;0.752;0.0;0.368;4;1.605;practice;0
5;1;0.0;5;3.081;Right;0.806;5;rctrl;11;1;48;0.756;0.0;0.455;5;1.607;practice;1
5;1;0.0;5;2.954;Right;0.802;5;rctrl;12;1;48;0.752;0.0;0.327;0;1.604;practice;1
-5;1;0.0;-5;2.908;Left;0.801;5;lctrl;13;-1;48;0.751;0.0;0.284;1;1.603;practice;1
-5;1;0.0;-5;2.234;Left;0.801;-5;lctrl;14;1;3;0.751;0.0;0.349;0;0.851;practice;1
5;-1;0.0;-5;2.255;Right;0.801;5;lctrl;15;-1;3;0.751;0.0;0.367;1;0.856;practice;0
5;-1;0.0;-5;2.978;Right;0.801;-5;lctrl;16;1;48;0.751;0.0;0.331;2;1.603;practice;0
