targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;-1;0.0;-5;2.286;Right;0.802;-5;rctrl;1;1;3;0.752;0.0;0.422;5;0.852;practice;1
5;-1;0.0;-5;2.245;Right;0.803;-5;rctrl;2;1;3;0.753;0.0;0.374;2;0.853;practice;1
5;-1;0.0;-5;2.254;Right;0.803;-5;rctrl;3;1;3;0.753;0.0;0.377;1;0.853;practice;1
5;1;0.0;5;3.035;Right;0.802;5;rctrl;4;1;48;0.751;0.0;0.414;0;1.602;practice;1
5;-1;0.0;-5;2.973;Right;0.801;-5;rctrl;5;1;48;0.751;0.0;0.343;5;1.608;practice;1
-5;-1;0.0;5;2.302;Left;0.801;-5;lctrl;6;-1;3;0.751;0.0;0.424;1;0.851;practice;1
-5;1;0.0;-5;3.001;Left;0.802;-5;lctrl;7;1;48;0.752;0.0;0.375;0;1.604;practice;1
-5;-1;0.0;5;3.02;Left;0.801;5;lctrl;8;1;48;0.751;0.0;0.391;4;1.604;practice;1
5;-1;0.0;-5;2.973;Right;0.801;-5;rctrl;9;1;48;0.751;0.0;0.36;4;1.601;practice;1
5;-1;0.0;-5;2.281;Right;0.803;-5;rctrl;10;1;3;0.752;0.0;0.403;4;0.853;practice;1
-5;-1;0.0;5;2.973;Left;0.801;5;lctrl;11;1;48;0.751;0.0;0.356;3;1.604;practice;1
5;1;0.0;5;2.341;Right;0.806;-5;rctrl;12;-1;3;0.756;0.0;0.461;0;0.856;practice;1
-5;-1;0.0;5;2.988;Left;0.801;5;lctrl;13;1;48;0.751;0.0;0.361;1;1.608;practice;1
-5;1;0.0;-5;2.942;Left;0.801;5;lctrl;14;-1;48;0.751;0.0;0.314;0;1.604;practice;1
-5;-1;0.0;5;2.24;Left;0.801;5;lctrl;15;1;3;0.751;0.0;0.382;4;0.851;practice;1
5;1;0.0;5;2.234;Right;0.803;5;rctrl;16;1;3;0.752;0.0;0.368;2;0.853;practice;1
5;1;0.0;5;2.96;Right;0.808;5;rctrl;17;1;48;0.758;0.0;0.325;4;1.611;practice;1
5;1;0.0;5;2.942;Right;0.801;-5;rctrl;18;-1;48;0.751;0.0;0.313;0;1.608;practice;1
-5;-1;0.0;5;2.988;Left;0.801;5;lctrl;19;1;48;0.751;0.0;0.36;2;1.604;practice;1
5;1;0.0;5;2.286;Right;0.801;5;rctrl;20;1;3;0.751;0.0;0.414;5;0.851;practice;1
5;-1;0.0;-5;2.989;Right;0.806;5;rctrl;21;-1;48;0.756;0.0;0.349;0;1.607;practice;1
