targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;-1;0.0;-5;2.364;Right;0.801;-5;rctrl;1;1;3;0.751;0.0;0.496;4;0.851;practice;1
5;-1;0.0;-5;2.396;Right;0.801;5;lctrl;2;-1;3;0.751;0.0;0.493;0;0.851;practice;0
5;1;0.0;5;2.242;Right;0.801;-5;rctrl;3;-1;3;0.751;0.0;0.381;0;0.851;practice;1
-5;-1;0.0;5;2.378;Left;0.801;5;lctrl;4;1;3;0.751;0.0;0.499;5;0.851;practice;1
5;1;0.0;5;2.24;Right;0.801;5;rctrl;5;1;3;0.751;0.0;0.362;0;0.851;practice;1
-5;1;0.0;-5;2.287;Left;0.801;-5;lctrl;6;1;3;0.751;0.0;0.411;4;0.851;practice;1
5;-1;0.0;-5;3.035;Right;0.806;-5;rctrl;7;1;48;0.756;0.0;0.411;1;1.606;practice;1
5;-1;0.0;-5;2.318;Right;0.801;-5;rctrl;8;1;3;0.751;0.0;0.452;1;0.851;practice;1
5;-1;0.0;-5;3.009;Right;0.803;5;rctrl;9;-1;48;0.753;0.0;0.389;1;1.603;practice;1
5;1;0.0;5;3.047;Right;0.801;5;rctrl;10;1;48;0.751;0.0;0.412;5;1.608;practice;1
5;-1;0.0;-5;2.24;Right;0.806;-5;rctrl;11;1;3;0.756;0.0;0.367;5;0.856;practice;1
-5;-1;0.0;5;2.355;Left;0.801;5;lctrl;12;1;3;0.752;0.0;0.483;3;0.851;practice;1
-5;1;0.0;-5;2.357;Left;0.802;-5;lctrl;13;1;3;0.752;0.0;0.498;0;0.852;practice;1
5;-1;0.0;-5;2.984;Right;0.801;-5;rctrl;14;1;48;0.752;0.0;0.355;4;1.602;practice;1
5;1;0.0;5;2.287;Right;0.805;-5;rctrl;15;-1;3;0.755;0.0;0.432;1;0.855;practice;1
-5;-1;0.0;5;2.289;Left;0.802;5;lctrl;16;1;3;0.752;0.0;0.425;1;0.852;practice;1
-5;-1;0.0;5;2.312;Left;0.802;-5;lctrl;17;-1;3;0.752;0.0;0.442;1;0.852;practice;1
-5;1;0.0;-5;2.411;Left;0.802;-5;lctrl;18;1;3;0.752;0.0;0.548;2;0.852;practice;1
5;-1;0.0;-5;3.018;Right;0.802;-5;rctrl;19;1;48;0.752;0.0;0.396;5;1.609;practice;1
