targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;1;0.0;5;2.507;Right;0.806;5;rctrl;1;1;3;0.756;0.0;0.63;5;0.857;practice;1
-5;-1;0.0;5;3.035;Left;0.801;-5;rctrl;2;-1;48;0.751;0.0;0.388;0;1.609;practice;0
5;1;0.0;5;2.414;Right;0.805;-5;rctrl;3;-1;3;0.755;0.0;0.544;1;0.855;practice;1
5;1;0.0;5;3.033;Right;0.802;5;rctrl;4;1;48;0.752;0.0;0.404;0;1.604;practice;1
5;-1;0.0;-5;2.396;Right;0.801;-5;lctrl;5;1;3;0.751;0.0;0.501;1;0.851;practice;0
-5;-1;0.0;5;2.988;Left;0.806;-5;rctrl;6;-1;48;0.756;0.0;0.333;1;1.608;practice;0
-5;-1;0.0;5;2.441;Left;0.801;5;lctrl;7;1;3;0.751;0.0;0.582;3;0.851;practice;1
-5;-1;0.0;5;2.579;Left;0.802;5;lctrl;8;1;3;0.752;0.0;0.705;0;0.852;practice;1
5;-1;0.0;-5;2.318;Right;0.805;-5;rctrl;9;1;3;0.755;0.0;0.435;0;0.856;practice;1
-5;-1;0.0;5;2.505;Left;0.802;-5;lctrl;10;-1;3;0.751;0.0;0.636;1;0.851;practice;1
-5;-1;0.0;5;3.262;Left;0.802;5;rctrl;11;1;48;0.752;0.0;0.612;4;1.604;practice;0
5;1;0.0;5;2.331;Right;0.802;5;rctrl;12;1;3;0.752;0.0;0.452;2;0.853;practice;1
5;-1;0.0;-5;3.001;Right;0.801;5;lctrl;13;-1;48;0.751;0.0;0.344;1;1.604;practice;0
5;1;0.0;5;3.237;Right;0.801;-5;rctrl;14;-1;48;0.751;0.0;0.604;0;1.608;practice;1
5;-1;0.0;-5;3.082;Right;0.801;-5;lctrl;15;1;48;0.751;0.0;0.445;0;1.602;practice;0
-5;-1;0.0;5;2.32;Left;0.802;5;rctrl;16;1;3;0.752;0.0;0.422;2;0.852;practice;0
5;-1;0.0;-5;3.206;Right;0.801;-5;lctrl;17;1;48;0.751;0.0;0.558;5;1.604;practice;0
5;1;0.0;5;3.359;Right;0.802;5;rctrl;18;1;48;0.752;0.0;0.741;1;1.604;practice;1
5;1;0.0;5;2.484;Right;0.803;5;rctrl;19;1;3;0.752;0.0;0.609;0;0.853;practice;1
-5;1;0.0;-5;3.098;Left;0.806;-5;lctrl;20;1;48;0.756;0.0;0.468;1;1.607;practice;1
-5;1;0.0;-5;2.299;Left;0.802;-5;lctrl;21;1;3;0.752;0.0;0.427;1;0.852;practice;1
-5;1;0.0;-5;2.271;Left;0.801;-5;lctrl;22;1;3;0.751;0.0;0.403;2;0.851;practice;1
5;1;0.0;5;3.23;Right;0.807;5;rctrl;23;1;48;0.757;0.0;0.607;4;1.609;practice;1
-5;1;0.0;-5;2.499;Left;0.802;-5;lctrl;24;1;3;0.752;0.0;0.633;0;0.852;practice;1
5;-1;0.0;-5;3.303;Right;0.802;-5;rctrl;25;1;48;0.752;0.0;0.675;4;1.604;practice;1
-5;1;0.0;-5;2.474;Left;0.802;5;lctrl;26;-1;3;0.752;0.0;0.596;1;0.853;practice;1
5;-1;0.0;-5;3.188;Right;0.802;-5;rctrl;27;1;48;0.752;0.0;0.56;3;1.605;practice;1
5;1;0.0;5;2.349;Right;0.805;5;rctrl;28;1;3;0.755;0.0;0.475;1;0.856;practice;1
-5;1;0.0;-5;2.302;Left;0.801;-5;lctrl;29;1;3;0.751;0.0;0.427;5;0.851;practice;1
5;1;0.0;5;2.286;Right;0.801;5;rctrl;30;1;3;0.751;0.0;0.422;4;0.851;practice;1
