targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;-1;0.0;5;2.457;Left;0.802;5;rctrl;1;1;3;0.752;0.0;0.563;2;0.852;practice;0
5;1;0.0;5;3.085;Right;0.806;5;lctrl;2;1;48;0.756;0.0;0.441;4;1.609;practice;0
5;-1;0.0;-5;2.691;Right;0.801;-5;rctrl;3;1;3;0.751;0.0;0.825;1;0.851;practice;1
-5;-1;0.0;5;2.36;Left;0.802;5;lctrl;4;1;3;0.752;0.0;0.49;0;0.853;practice;1
5;-1;0.0;-5;2.424;Right;0.802;-5;rctrl;5;1;3;0.752;0.0;0.553;2;0.852;practice;1
5;-1;0.0;-5;3.249;Right;0.807;5;rctrl;6;-1;48;0.757;0.0;0.617;0;1.608;practice;1
5;1;0.0;5;2.486;Right;0.802;5;rctrl;7;1;3;0.752;0.0;0.617;4;0.853;practice;1
5;1;0.0;5;3.056;Right;0.802;-5;rctrl;8;-1;48;0.752;0.0;0.435;1;1.604;practice;1
-5;-1;0.0;5;3.167;Left;0.807;5;lctrl;9;1;48;0.757;0.0;0.543;4;1.609;practice;1
5;1;0.0;5;3.173;Right;0.802;5;rctrl;10;1;48;0.752;0.0;0.555;2;1.604;practice;1
5;-1;0.0;-5;2.497;Right;0.802;-5;rctrl;11;1;3;0.751;0.0;0.615;3;0.852;practice;1
5;-1;0.0;-5;3.098;Right;0.806;-5;rctrl;12;1;48;0.756;0.0;0.476;2;1.608;practice;1
-5;-1;0.0;5;2.36;Left;0.802;-5;lctrl;13;-1;3;0.752;0.0;0.492;1;0.852;practice;1
5;-1;0.0;-5;2.378;Right;0.802;5;rctrl;14;-1;3;0.752;0.0;0.507;1;0.852;practice;1
-5;1;0.0;-5;2.613;Left;0.802;-5;lctrl;15;1;3;0.752;0.0;0.737;4;0.852;practice;1
5;1;0.0;5;3.035;Right;0.806;-5;rctrl;16;-1;48;0.756;0.0;0.408;0;1.608;practice;1
-5;-1;0.0;5;3.223;Left;0.802;-5;lctrl;17;-1;48;0.752;0.0;0.594;0;1.605;practice;1
-5;1;0.0;-5;3.066;Left;0.802;-5;lctrl;18;1;48;0.753;0.0;0.437;2;1.605;practice;1
5;-1;0.0;-5;3.066;Right;0.803;-5;rctrl;19;1;48;0.753;0.0;0.436;5;1.605;practice;1
-5;1;0.0;-5;3.02;Left;0.804;-5;lctrl;20;1;48;0.754;0.0;0.4;3;1.607;practice;1
5;1;0.0;5;2.336;Right;0.802;5;rctrl;21;1;3;0.752;0.0;0.467;2;0.852;practice;1
5;1;0.0;5;2.23;Right;0.802;5;rctrl;22;1;3;0.752;0.0;0.355;0;0.852;practice;1
5;1;0.0;5;3.066;Right;0.801;5;rctrl;23;1;48;0.751;0.0;0.434;3;1.608;practice;1
-5;-1;0.0;5;3.065;Left;0.802;5;lctrl;24;1;48;0.752;0.0;0.443;2;1.604;practice;1
5;-1;0.0;-5;3.035;Right;0.801;-5;rctrl;25;1;48;0.751;0.0;0.412;1;1.604;practice;1
-5;1;0.0;-5;2.284;Left;0.802;-5;lctrl;26;1;3;0.752;0.0;0.406;1;0.853;practice;1
5;1;0.0;5;3.098;Right;0.801;5;rctrl;27;1;48;0.751;0.0;0.468;1;1.604;practice;1
5;-1;0.0;-5;3.067;Right;0.806;-5;rctrl;28;1;48;0.756;0.0;0.442;0;1.606;practice;1
-5;1;0.0;-5;3.066;Left;0.801;5;lctrl;29;-1;48;0.751;0.0;0.445;1;1.602;practice;1
5;-1;0.0;-5;2.333;Right;0.801;-5;rctrl;30;1;3;0.751;0.0;0.466;4;0.851;practice;1
5;-1;0.0;-5;2.336;Right;0.806;-5;rctrl;31;1;3;0.756;0.0;0.461;0;0.856;practice;1
5;-1;0.0;-5;3.035;Right;0.801;-5;rctrl;32;1;48;0.751;0.0;0.41;3;1.604;practice;1
-5;-1;0.0;5;2.347;Left;0.802;5;lctrl;1;1;3;0.751;0.0;0.472;3;0.852;en1;1
-5;-1;0.0;5;2.287;Left;0.802;-5;lctrl;2;-1;3;0.752;0.0;0.414;1;0.852;en1;1
-5;1;0.0;-5;3.173;Left;0.801;-5;lctrl;3;1;48;0.751;0.0;0.549;4;1.604;en1;1
-5;1;0.0;-5;2.996;Left;0.802;-5;lctrl;4;1;48;0.752;0.0;0.369;3;1.604;en1;1
-5;-1;0.0;5;3.143;Left;0.802;5;lctrl;5;1;48;0.752;0.0;0.513;3;1.608;en1;1
5;-1;0.0;-5;2.38;Right;0.801;-5;rctrl;6;1;3;0.751;0.0;0.504;5;0.851;en1;1
-5;-1;0.0;5;2.333;Left;0.806;5;lctrl;7;1;3;0.756;0.0;0.457;4;0.856;en1;1
5;1;0.0;5;2.396;Right;0.801;5;rctrl;8;1;3;0.751;0.0;0.53;0;0.851;en1;1
-5;-1;0.0;5;3.098;Left;0.801;5;rctrl;9;1;48;0.751;0.0;0.446;5;1.604;en1;0
5;-1;0.0;-5;3.159;Right;0.801;5;rctrl;10;-1;48;0.751;0.0;0.529;0;1.608;en1;1
5;1;0.0;5;2.458;Right;0.801;5;rctrl;11;1;3;0.751;0.0;0.584;1;0.851;en1;1
5;-1;0.0;-5;2.314;Right;0.806;-5;rctrl;12;1;3;0.756;0.0;0.43;1;0.857;en1;1
5;1;0.0;5;2.284;Right;0.802;-5;rctrl;13;-1;3;0.752;0.0;0.407;0;0.853;en1;1
-5;-1;0.0;5;2.286;Left;0.801;5;lctrl;14;1;3;0.751;0.0;0.414;0;0.851;en1;1
-5;1;0.0;-5;2.302;Left;0.801;-5;lctrl;15;1;3;0.751;0.0;0.416;5;0.851;en1;1
5;1;0.0;5;2.942;Right;0.801;5;rctrl;16;1;48;0.751;0.0;0.311;3;1.608;en1;1
5;1;0.0;5;3.051;Right;0.801;5;rctrl;17;1;48;0.751;0.0;0.426;4;1.608;en1;1
5;1;0.0;5;2.427;Right;0.802;-5;rctrl;18;-1;3;0.752;0.0;0.532;1;0.853;en1;1
-5;-1;0.0;5;3.098;Left;0.802;-5;lctrl;19;-1;48;0.752;0.0;0.474;1;1.605;en1;1
5;-1;0.0;-5;2.348;Right;0.802;-5;rctrl;20;1;3;0.752;0.0;0.474;2;0.851;en1;1
5;1;0.0;5;2.208;Right;0.8;5;rctrl;21;1;3;0.75;0.0;0.345;4;0.85;en1;1
5;-1;0.0;-5;2.456;Right;0.807;5;rctrl;22;-1;3;0.756;0.0;0.576;0;0.857;en1;1
5;-1;0.0;-5;3.066;Right;0.801;-5;rctrl;23;1;48;0.751;0.0;0.439;3;1.604;en1;1
5;-1;0.0;-5;3.066;Right;0.806;-5;rctrl;24;1;48;0.756;0.0;0.442;5;1.608;en1;1
-5;-1;0.0;5;2.285;Left;0.802;5;lctrl;25;1;3;0.752;0.0;0.411;1;0.852;en1;1
-5;1;0.0;-5;2.318;Left;0.806;-5;lctrl;26;1;3;0.756;0.0;0.435;0;0.856;en1;1
5;-1;0.0;-5;2.38;Right;0.801;5;rctrl;27;-1;3;0.751;0.0;0.508;1;0.851;en1;1
-5;1;0.0;-5;2.318;Left;0.801;-5;lctrl;28;1;3;0.751;0.0;0.433;4;0.852;en1;1
-5;-1;0.0;5;3.034;Left;0.802;5;rctrl;29;1;48;0.752;0.0;0.377;0;1.604;en1;0
-5;1;0.0;-5;2.287;Left;0.802;-5;lctrl;30;1;3;0.752;0.0;0.41;1;0.852;en1;1
5;1;0.0;5;3.067;Right;0.801;-5;rctrl;31;-1;48;0.751;0.0;0.446;0;1.603;en1;1
5;1;0.0;5;3.098;Right;0.803;5;rctrl;32;1;48;0.753;0.0;0.466;1;1.605;en1;1
5;-1;0.0;-5;3.097;Right;0.806;5;lctrl;33;-1;48;0.756;0.0;0.445;1;1.609;en1;0
