targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;-1;0.0;5;3.439;Left;0.801;5;0;1;1;3;0.751;0.0;50.156;3;0.851;practice;0
5;-1;0.0;-5;2.545;Right;0.803;-5;lctrl;2;1;3;0.752;0.0;0.643;2;0.853;practice;0
5;1;0.0;5;3.288;Right;0.801;5;lctrl;3;1;48;0.751;0.0;0.641;3;1.602;practice;0
5;1;0.0;5;3.175;Right;0.806;5;lctrl;4;1;48;0.756;0.0;0.523;2;1.608;practice;0
5;1;0.0;5;3.206;Right;0.805;-5;rctrl;5;-1;48;0.755;0.0;0.598;0;1.607;practice;1
5;1;0.0;5;2.556;Right;0.802;5;rctrl;6;1;3;0.752;0.0;0.688;2;0.852;practice;1
-5;-1;0.0;5;2.436;Left;0.803;5;lctrl;7;1;3;0.752;0.0;0.567;4;0.853;practice;1
-5;1;0.0;-5;4.07;Left;0.801;-5;lctrl;8;1;48;0.751;0.0;1.444;5;1.602;practice;1
-5;1;0.0;-5;2.645;Left;0.801;-5;rctrl;9;1;3;0.751;0.0;0.751;3;0.851;practice;0
-5;1;0.0;-5;3.268;Left;0.801;-5;lctrl;10;1;48;0.751;0.0;0.641;2;1.604;practice;1
-5;-1;0.0;5;2.645;Left;0.805;5;lctrl;11;1;3;0.755;0.0;0.763;0;0.855;practice;1
5;1;0.0;5;2.565;Right;0.801;5;rctrl;12;1;3;0.751;0.0;0.688;1;0.852;practice;1
5;-1;0.0;-5;2.505;Right;0.801;-5;rctrl;13;1;3;0.751;0.0;0.628;1;0.851;practice;1
-5;1;0.0;-5;2.536;Left;0.801;-5;rctrl;14;1;3;0.751;0.0;0.661;4;0.852;practice;0
-5;-1;0.0;5;2.589;Left;0.802;5;rctrl;15;1;3;0.752;0.0;0.692;2;0.852;practice;0
-5;-1;0.0;5;2.94;Left;0.802;5;lctrl;16;1;48;0.752;0.0;0.31;2;1.605;practice;1
-5;-1;0.0;5;3.016;Left;0.802;5;lctrl;17;1;48;0.752;0.0;0.392;0;1.605;practice;1
5;1;0.0;5;2.536;Right;0.801;5;rctrl;18;1;3;0.751;0.0;0.682;5;0.851;practice;1
5;1;0.0;5;2.589;Right;0.802;5;rctrl;19;1;3;0.752;0.0;0.713;4;0.852;practice;1
-5;-1;0.0;5;3.238;Left;0.801;5;lctrl;20;1;48;0.751;0.0;0.613;1;1.604;practice;1
5;-1;0.0;-5;2.567;Right;0.803;-5;rctrl;21;1;3;0.753;0.0;0.688;0;0.853;practice;1
-5;-1;0.0;5;2.396;Left;0.801;-5;lctrl;22;-1;3;0.751;0.0;0.523;0;0.851;practice;1
-5;-1;0.0;5;3.176;Left;0.801;5;rctrl;23;1;48;0.751;0.0;0.524;5;1.608;practice;0
-5;1;0.0;-5;2.66;Left;0.801;-5;rctrl;24;1;3;0.751;0.0;0.777;2;0.851;practice;0
-5;1;0.0;-5;3.298;Left;0.806;-5;lctrl;25;1;48;0.755;0.0;0.664;4;1.608;practice;1
-5;1;0.0;-5;2.364;Left;0.803;-5;lctrl;26;1;3;0.752;0.0;0.498;1;0.852;practice;1
5;1;0.0;5;3.239;Right;0.8;5;rctrl;27;1;48;0.75;0.0;0.61;5;1.603;practice;1
5;-1;0.0;-5;3.238;Right;0.802;5;rctrl;28;-1;48;0.752;0.0;0.618;1;1.605;practice;1
-5;1;0.0;-5;2.604;Left;0.802;5;rctrl;29;-1;3;0.752;0.0;0.715;0;0.852;practice;0
-5;-1;0.0;5;2.449;Left;0.803;-5;lctrl;30;-1;3;0.753;0.0;0.583;1;0.853;practice;1
5;1;0.0;5;2.508;Right;0.802;-5;rctrl;31;-1;3;0.752;0.0;0.619;0;0.852;practice;1
5;-1;0.0;-5;3.254;Right;0.801;-5;rctrl;32;1;48;0.751;0.0;0.624;5;1.604;practice;1
-5;-1;0.0;5;3.189;Left;0.807;-5;lctrl;1;-1;48;0.756;0.0;0.559;1;1.609;en1;1
-5;-1;0.0;5;3.004;Left;0.802;5;lctrl;2;1;48;0.751;0.0;0.377;3;1.604;en1;1
5;-1;0.0;-5;3.082;Right;0.801;-5;rctrl;3;1;48;0.751;0.0;0.453;2;1.605;en1;1
-5;1;0.0;-5;2.567;Left;0.801;-5;rctrl;4;1;3;0.751;0.0;0.67;3;0.851;en1;0
-5;-1;0.0;5;2.501;Left;0.802;5;lctrl;5;1;3;0.752;0.0;0.635;0;0.853;en1;1
5;-1;0.0;-5;2.462;Right;0.802;-5;rctrl;6;1;3;0.752;0.0;0.596;0;0.852;en1;1
5;-1;0.0;-5;3.144;Right;0.802;-5;rctrl;7;1;48;0.752;0.0;0.519;5;1.604;en1;1
5;1;0.0;5;2.611;Right;0.802;5;rctrl;8;1;3;0.752;0.0;0.741;5;0.852;en1;1
5;-1;0.0;-5;3.377;Right;0.805;-5;rctrl;9;1;48;0.755;0.0;0.75;1;1.608;en1;1
-5;1;0.0;-5;3.215;Left;0.803;-5;lctrl;10;1;48;0.752;0.0;0.585;1;1.605;en1;1
5;1;0.0;5;2.567;Right;0.801;5;rctrl;11;1;3;0.751;0.0;0.701;3;0.851;en1;1
5;-1;0.0;-5;2.54;Right;0.806;5;rctrl;12;-1;3;0.756;0.0;0.663;1;0.856;en1;1
5;-1;0.0;-5;3.238;Right;0.801;-5;rctrl;13;1;48;0.751;0.0;0.608;3;1.604;en1;1
5;-1;0.0;-5;2.364;Right;0.8;5;rctrl;14;-1;3;0.75;0.0;0.493;0;0.85;en1;1
-5;-1;0.0;5;3.113;Left;0.801;5;lctrl;15;1;48;0.751;0.0;0.488;0;1.604;en1;1
-5;-1;0.0;5;2.473;Left;0.806;-5;lctrl;16;-1;3;0.756;0.0;0.595;0;0.856;en1;1
5;-1;0.0;-5;2.38;Right;0.801;-5;rctrl;17;1;3;0.751;0.0;0.512;1;0.851;en1;1
-5;-1;0.0;5;2.333;Left;0.806;5;lctrl;18;1;3;0.756;0.0;0.449;4;0.856;en1;1
5;1;0.0;5;2.427;Right;0.801;5;lctrl;19;1;3;0.751;0.0;0.538;4;0.851;en1;0
5;-1;0.0;-5;3.44;Right;0.801;5;rctrl;20;-1;48;0.751;0.0;0.822;1;1.604;en1;1
-5;1;0.0;-5;3.23;Left;0.803;-5;lctrl;21;1;48;0.752;0.0;0.599;4;1.605;en1;1
-5;1;0.0;-5;3.129;Left;0.801;5;lctrl;22;-1;48;0.751;0.0;0.503;0;1.608;en1;1
-5;-1;0.0;5;2.421;Left;0.802;5;lctrl;23;1;3;0.752;0.0;0.565;5;0.852;en1;1
-5;1;0.0;-5;2.528;Left;0.802;5;lctrl;24;-1;3;0.752;0.0;0.657;1;0.852;en1;1
5;1;0.0;5;3.081;Right;0.802;5;rctrl;25;1;48;0.752;0.0;0.465;4;1.605;en1;1
5;-1;0.0;-5;3.222;Right;0.806;-5;rctrl;26;1;48;0.756;0.0;0.589;4;1.608;en1;1
-5;1;0.0;-5;3.191;Left;0.801;-5;lctrl;27;1;48;0.751;0.0;0.572;0;1.604;en1;1
5;1;0.0;5;2.467;Right;0.806;5;rctrl;28;1;3;0.756;0.0;0.588;2;0.856;en1;1
-5;1;0.0;-5;2.364;Left;0.801;-5;lctrl;29;1;3;0.751;0.0;0.495;1;0.851;en1;1
5;1;0.0;5;3.144;Right;0.801;-5;rctrl;30;-1;48;0.751;0.0;0.524;1;1.603;en1;1
5;1;0.0;5;3.189;Right;0.807;5;rctrl;31;1;48;0.756;0.0;0.556;1;1.609;en1;1
5;-1;0.0;-5;3.16;Right;0.802;-5;rctrl;32;1;48;0.752;0.0;0.533;0;1.604;en1;1
-5;-1;0.0;5;2.392;Left;0.807;5;lctrl;33;1;3;0.752;0.0;0.51;2;0.856;en1;1
5;1;0.0;5;2.474;Right;0.801;5;rctrl;34;1;3;0.751;0.0;0.605;0;0.851;en1;1
-5;1;0.0;-5;3.186;Left;0.806;-5;lctrl;35;1;48;0.756;0.0;0.562;5;1.609;en1;1
-5;1;0.0;-5;2.365;Left;0.801;-5;lctrl;36;1;3;0.751;0.0;0.495;2;0.851;en1;1
5;-1;0.0;-5;2.411;Right;0.802;-5;rctrl;37;1;3;0.751;0.0;0.548;2;0.851;en1;1
5;1;0.0;5;3.222;Right;0.802;-5;rctrl;38;-1;48;0.752;0.0;0.597;0;1.607;en1;1
-5;1;0.0;-5;2.38;Left;0.801;-5;lctrl;39;1;3;0.751;0.0;0.508;5;0.851;en1;1
5;1;0.0;5;3.082;Right;0.801;5;rctrl;40;1;48;0.751;0.0;0.461;3;1.608;en1;1
-5;-1;0.0;5;3.173;Left;0.802;5;lctrl;41;1;48;0.752;0.0;0.565;1;1.604;en1;1
-5;-1;0.0;5;3.152;Left;0.802;5;lctrl;42;1;48;0.752;0.0;0.521;2;1.604;en1;1
-5;-1;0.0;5;2.346;Left;0.801;5;lctrl;43;1;3;0.751;0.0;0.473;3;0.851;en1;1
5;-1;0.0;-5;2.427;Right;0.801;-5;rctrl;44;1;3;0.751;0.0;0.552;5;0.851;en1;1
-5;-1;0.0;5;2.331;Left;0.801;5;lctrl;45;1;3;0.751;0.0;0.461;1;0.851;en1;1
-5;1;0.0;-5;3.176;Left;0.801;-5;rctrl;46;1;48;0.751;0.0;0.526;3;1.607;en1;0
5;1;0.0;5;2.504;Right;0.801;-5;lctrl;47;-1;3;0.751;0.0;0.61;0;0.851;en1;0
5;1;0.0;5;3.377;Right;0.802;5;rctrl;48;1;48;0.751;0.0;0.746;2;1.604;en1;1
5;-1;0.0;-5;3.238;Right;0.801;5;rctrl;49;-1;48;0.751;0.0;0.61;0;1.604;en1;1
-5;-1;0.0;5;3.098;Left;0.801;5;lctrl;50;1;48;0.751;0.0;0.469;4;1.604;en1;1
5;1;0.0;5;3.363;Right;0.801;5;lctrl;51;1;48;0.751;0.0;0.717;5;1.604;en1;0
5;-1;0.0;-5;2.597;Right;0.802;-5;rctrl;52;1;3;0.752;0.0;0.73;3;0.852;en1;1
5;1;0.0;5;2.392;Right;0.802;5;rctrl;53;1;3;0.752;0.0;0.522;1;0.853;en1;1
-5;-1;0.0;5;2.454;Left;0.802;-5;lctrl;54;-1;3;0.751;0.0;0.583;1;0.852;en1;1
-5;1;0.0;-5;2.559;Left;0.802;5;lctrl;55;-1;3;0.752;0.0;0.69;0;0.852;en1;1
-5;1;0.0;-5;3.157;Left;0.801;5;lctrl;56;-1;48;0.751;0.0;0.539;1;1.602;en1;1
5;1;0.0;5;2.437;Right;0.807;-5;rctrl;57;-1;3;0.757;0.0;0.555;1;0.857;en1;1
-5;-1;0.0;5;3.379;Left;0.801;5;lctrl;58;1;48;0.751;0.0;0.765;5;1.604;en1;1
5;1;0.0;5;3.579;Right;0.802;5;rctrl;59;1;48;0.752;0.0;0.932;0;1.609;en1;1
-5;1;0.0;-5;2.552;Left;0.806;-5;lctrl;60;1;3;0.756;0.0;0.666;0;0.857;en1;1
