targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;-1;0.0;-5;2.959;Right;0.802;-5;lctrl;1;1;48;0.752;0.0;0.305;2;1.609;practice;0
5;-1;0.0;-5;2.445;Right;0.802;-5;rctrl;2;1;3;0.752;0.0;0.58;0;0.852;practice;1
5;1;0.0;5;3.612;Right;0.802;5;rctrl;3;1;48;0.752;0.0;0.991;1;1.605;practice;1
-5;1;0.0;-5;3.235;Left;0.807;-5;lctrl;4;1;48;0.752;0.0;0.605;4;1.609;practice;1
5;1;0.0;5;2.957;Right;0.802;5;rctrl;5;1;48;0.752;0.0;0.327;2;1.605;practice;1
-5;1;0.0;-5;3.004;Left;0.803;-5;lctrl;6;1;48;0.753;0.0;0.387;3;1.605;practice;1
5;-1;0.0;-5;2.946;Right;0.803;-5;lctrl;7;1;48;0.753;0.0;0.294;0;1.604;practice;0
5;-1;0.0;-5;2.41;Right;0.802;-5;rctrl;8;1;3;0.752;0.0;0.516;4;0.852;practice;1
-5;1;0.0;-5;2.536;Left;0.801;-5;lctrl;9;1;3;0.751;0.0;0.668;4;0.851;practice;1
5;1;0.0;5;3.119;Right;0.806;-5;rctrl;10;-1;48;0.757;0.0;0.494;0;1.609;practice;1
-5;1;0.0;-5;3.035;Left;0.801;5;lctrl;11;-1;48;0.751;0.0;0.405;0;1.604;practice;1
-5;1;0.0;-5;3.082;Left;0.806;-5;lctrl;12;1;48;0.756;0.0;0.446;1;1.608;practice;1
5;-1;0.0;-5;2.458;Right;0.801;5;rctrl;13;-1;3;0.751;0.0;0.587;0;0.851;practice;1
5;-1;0.0;-5;2.439;Right;0.801;5;rctrl;14;-1;3;0.751;0.0;0.566;1;0.852;practice;1
5;-1;0.0;-5;3.185;Right;0.802;-5;rctrl;15;1;48;0.752;0.0;0.561;3;1.604;practice;1
5;1;0.0;5;2.346;Right;0.802;-5;rctrl;16;-1;3;0.752;0.0;0.471;0;0.852;practice;1
-5;1;0.0;-5;2.536;Left;0.801;-5;lctrl;17;1;3;0.751;0.0;0.663;2;0.851;practice;1
5;1;0.0;5;2.38;Right;0.806;5;rctrl;18;1;3;0.756;0.0;0.499;5;0.856;practice;1
-5;1;0.0;-5;2.346;Left;0.802;5;lctrl;19;-1;3;0.752;0.0;0.473;1;0.852;practice;1
-5;-1;0.0;5;2.458;Left;0.801;5;lctrl;20;1;3;0.751;0.0;0.593;1;0.851;practice;1
-5;-1;0.0;5;3.125;Left;0.802;-5;lctrl;21;-1;48;0.752;0.0;0.508;0;1.604;practice;1
-5;-1;0.0;5;3.107;Left;0.807;5;lctrl;22;1;48;0.757;0.0;0.486;4;1.609;practice;1
-5;1;0.0;-5;3.116;Left;0.802;-5;lctrl;23;1;48;0.752;0.0;0.491;5;1.604;practice;1
5;1;0.0;5;3.035;Right;0.806;5;rctrl;24;1;48;0.756;0.0;0.404;0;1.608;practice;1
5;1;0.0;5;3.066;Right;0.801;5;rctrl;25;1;48;0.751;0.0;0.447;3;1.604;practice;1
-5;1;0.0;-5;3.035;Left;0.801;5;lctrl;26;-1;48;0.751;0.0;0.409;1;1.608;practice;1
5;1;0.0;5;2.427;Right;0.801;5;rctrl;27;1;3;0.751;0.0;0.556;4;0.851;practice;1
-5;-1;0.0;5;2.55;Left;0.802;5;lctrl;28;1;3;0.752;0.0;0.68;5;0.852;practice;1
5;-1;0.0;-5;3.129;Right;0.801;-5;rctrl;29;1;48;0.751;0.0;0.495;4;1.608;practice;1
5;-1;0.0;-5;3.191;Right;0.806;5;rctrl;30;-1;48;0.756;0.0;0.568;0;1.608;practice;1
-5;1;0.0;-5;2.51;Left;0.802;-5;lctrl;31;1;3;0.752;0.0;0.635;1;0.852;practice;1
5;-1;0.0;-5;2.518;Right;0.802;-5;rctrl;32;1;3;0.752;0.0;0.651;3;0.853;practice;1
