targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;1;0.0;5;2.335;Right;0.802;5;rctrl;1;1;3;0.752;0.0;0.449;2;0.852;practice;1
5;-1;0.0;-5;3.129;Right;0.801;-5;rctrl;2;1;48;0.751;0.0;0.504;3;1.607;practice;1
5;1;0.0;5;2.391;Right;0.801;-5;rctrl;3;-1;3;0.751;0.0;0.528;1;0.851;practice;1
-5;1;0.0;-5;2.299;Left;0.801;5;lctrl;4;-1;3;0.751;0.0;0.423;0;0.851;practice;1
-5;1;0.0;-5;2.411;Left;0.801;5;lctrl;5;-1;3;0.751;0.0;0.541;3;0.851;practice;1
-5;1;0.0;-5;3.034;Left;0.801;-5;lctrl;6;1;48;0.751;0.0;0.414;0;1.608;practice;1
5;-1;0.0;-5;3.129;Right;0.802;5;rctrl;7;-1;48;0.752;0.0;0.512;0;1.604;practice;1
-5;1;0.0;-5;3.174;Left;0.802;-5;lctrl;8;1;48;0.752;0.0;0.551;1;1.604;practice;1
5;-1;0.0;-5;2.326;Right;0.802;-5;rctrl;9;1;3;0.752;0.0;0.451;3;0.852;practice;1
-5;1;0.0;-5;2.346;Left;0.806;-5;lctrl;10;1;3;0.756;0.0;0.471;3;0.857;practice;1
5;-1;0.0;-5;2.579;Right;0.802;5;rctrl;11;-1;3;0.752;0.0;0.703;2;0.852;practice;1
5;1;0.0;5;2.411;Right;0.801;-5;rctrl;12;-1;3;0.751;0.0;0.542;0;0.851;practice;1
5;1;0.0;5;2.223;Right;0.802;5;rctrl;13;1;3;0.752;0.0;0.355;3;0.852;practice;1
5;-1;0.0;-5;3.373;Right;0.803;-5;rctrl;14;1;48;0.752;0.0;0.738;2;1.609;practice;1
-5;-1;0.0;5;2.474;Left;0.85;-5;lctrl;15;-1;3;0.8;0.0;0.555;0;0.9;practice;1
