targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;-1;0.0;-5;2.288;Right;0.802;5;rctrl;1;-1;3;0.752;0.0;0.4;1;0.852;practice;1
5;-1;0.0;-5;2.302;Right;0.801;5;rctrl;2;-1;3;0.751;0.0;0.425;0;0.851;practice;1
-5;1;0.0;-5;3.145;Left;0.801;5;lctrl;3;-1;48;0.751;0.0;0.512;0;1.608;practice;1
-5;1;0.0;-5;2.287;Left;0.801;5;lctrl;4;-1;3;0.751;0.0;0.416;2;0.857;practice;1
-5;1;0.0;-5;2.18;Left;0.801;5;lctrl;5;-1;3;0.751;0.0;0.315;0;0.851;practice;1
-5;1;0.0;-5;3.177;Left;0.802;5;lctrl;6;-1;48;0.752;0.0;0.555;2;1.603;practice;1
5;-1;0.0;-5;2.268;Right;0.802;5;rctrl;7;-1;3;0.752;0.0;0.39;3;0.852;practice;1
-5;-1;0.0;5;2.267;Left;0.802;-5;lctrl;8;-1;3;0.752;0.0;0.391;2;0.853;practice;1
-5;-1;0.0;5;3.004;Left;0.801;-5;lctrl;9;-1;48;0.751;0.0;0.374;3;1.604;practice;1
5;1;0.0;5;2.365;Right;0.801;5;rctrl;10;1;3;0.751;0.0;0.492;0;0.851;practice;1
5;-1;0.0;-5;2.302;Right;0.801;-5;rctrl;11;1;3;0.751;0.0;0.449;1;0.851;practice;1
5;-1;0.0;-5;2.339;Right;0.803;-5;rctrl;12;1;3;0.753;0.0;0.473;2;0.853;practice;1
-5;-1;0.0;5;3.013;Left;0.806;-5;lctrl;13;-1;48;0.756;0.0;0.366;2;1.607;practice;1
-5;-1;0.0;5;3.032;Left;0.802;5;rctrl;14;1;48;0.752;0.0;0.386;0;1.604;practice;0
5;1;0.0;5;2.395;Right;0.801;-5;rctrl;15;-1;3;0.752;0.0;0.531;2;0.851;practice;1
5;1;0.0;5;3.019;Right;0.802;-5;rctrl;16;-1;48;0.752;0.0;0.395;2;1.609;practice;1
-5;1;0.0;-5;2.271;Left;0.801;5;lctrl;17;-1;3;0.751;0.0;0.407;1;0.851;practice;1
-5;-1;0.0;5;3.199;Left;0.803;-5;lctrl;18;-1;48;0.752;0.0;0.565;0;1.608;practice;1
5;-1;0.0;-5;2.396;Right;0.801;-5;rctrl;19;1;3;0.751;0.0;0.532;3;0.852;practice;1
-5;1;0.0;-5;2.287;Left;0.806;-5;lctrl;20;1;3;0.756;0.0;0.404;0;0.857;practice;1
5;1;0.0;5;2.957;Right;0.801;5;rctrl;21;1;48;0.751;0.0;0.347;1;1.604;practice;1
