targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;1;0.0;5;3.084;Right;0.802;5;rctrl;1;1;48;0.752;0.0;0.461;2;1.609;practice;1
5;1;0.0;5;3.002;Right;0.802;5;rctrl;2;1;48;0.752;0.0;0.365;0;1.604;practice;1
5;1;0.0;5;2.396;Right;0.805;-5;rctrl;3;-1;3;0.755;0.0;0.512;1;0.856;practice;1
-5;-1;0.0;5;2.284;Left;0.802;-5;lctrl;4;-1;3;0.752;0.0;0.431;1;0.852;practice;1
5;-1;0.0;-5;3.007;Right;0.802;5;rctrl;5;-1;48;0.752;0.0;0.376;1;1.604;practice;1
5;1;0.0;5;2.989;Right;0.801;-5;rctrl;6;-1;48;0.751;0.0;0.37;0;1.604;practice;1
5;1;0.0;5;2.98;Right;0.803;-5;rctrl;7;-1;48;0.753;0.0;0.349;3;1.605;practice;1
-5;1;0.0;-5;3.049;Left;0.802;-5;lctrl;8;1;48;0.752;0.0;0.421;0;1.609;practice;1
-5;1;0.0;-5;2.299;Left;0.801;-5;lctrl;9;1;3;0.751;0.0;0.449;2;0.851;practice;1
5;1;0.0;5;2.196;Right;0.802;5;rctrl;10;1;3;0.752;0.0;0.32;0;0.852;practice;1
5;-1;0.0;-5;2.458;Right;0.801;-5;rctrl;11;1;3;0.751;0.0;0.599;1;0.851;practice;1
5;-1;0.0;-5;3.047;Right;0.8;5;rctrl;12;-1;48;0.75;0.0;0.426;2;1.603;practice;1
-5;-1;0.0;5;2.318;Left;0.805;5;lctrl;13;1;3;0.755;0.0;0.447;1;0.856;practice;1
-5;-1;0.0;5;3.068;Left;0.802;5;lctrl;14;1;48;0.752;0.0;0.465;0;1.604;practice;1
5;-1;0.0;-5;3.038;Right;0.801;-5;rctrl;15;1;48;0.751;0.0;0.418;2;1.603;practice;1
5;-1;0.0;-5;2.262;Right;0.807;5;rctrl;16;-1;3;0.757;0.0;0.366;0;0.857;practice;1
5;1;0.0;5;2.286;Right;0.806;5;rctrl;17;1;3;0.756;0.0;0.41;1;0.856;practice;1
-5;1;0.0;-5;3.004;Left;0.802;-5;lctrl;18;1;48;0.752;0.0;0.377;1;1.604;practice;1
5;1;0.0;5;2.224;Right;0.803;5;rctrl;19;1;3;0.753;0.0;0.358;2;0.853;practice;1
-5;-1;0.0;5;2.998;Left;0.803;-5;lctrl;20;-1;48;0.752;0.0;0.369;1;1.605;practice;1
-5;1;0.0;-5;2.24;Left;0.801;-5;lctrl;21;1;3;0.751;0.0;0.373;3;0.851;practice;1
-5;-1;0.0;5;3.061;Left;0.807;5;lctrl;22;1;48;0.757;0.0;0.436;3;1.609;practice;1
-5;1;0.0;-5;3.042;Left;0.803;-5;lctrl;23;1;48;0.753;0.0;0.412;2;1.604;practice;1
-5;-1;0.0;5;2.38;Left;0.801;5;lctrl;24;1;3;0.751;0.0;0.508;0;0.851;practice;1
5;1;0.0;5;3.113;Right;0.801;5;rctrl;25;1;48;0.751;0.0;0.488;3;1.604;practice;1
5;-1;0.0;-5;2.301;Right;0.802;5;rctrl;26;-1;3;0.752;0.0;0.424;2;0.852;practice;1
5;-1;0.0;-5;2.271;Right;0.801;-5;rctrl;27;1;3;0.751;0.0;0.396;3;0.852;practice;1
5;1;0.0;5;2.255;Right;0.806;-5;rctrl;28;-1;3;0.756;0.0;0.386;3;0.856;practice;1
-5;1;0.0;-5;3.024;Left;0.803;-5;lctrl;29;1;48;0.753;0.0;0.396;3;1.605;practice;1
5;-1;0.0;-5;3.004;Right;0.803;-5;rctrl;30;1;48;0.753;0.0;0.373;1;1.605;practice;1
-5;1;0.0;-5;3.035;Left;0.801;5;lctrl;31;-1;48;0.751;0.0;0.4;1;1.608;practice;1
5;1;0.0;5;3.442;Right;0.802;-5;0;32;-1;3;0.752;0.0;233.188;0;0.852;practice;0
-5;-1;0.0;5;3.03;Left;0.801;5;lctrl;1;1;48;0.751;0.0;0.41;2;1.604;ex1;1
-5;-1;0.0;5;3.206;Left;0.802;-5;lctrl;2;-1;48;0.752;0.0;0.584;3;1.609;ex1;1
-5;-1;0.0;5;3.069;Left;0.802;5;lctrl;3;1;48;0.752;0.0;0.443;0;1.604;ex1;1
-5;-1;0.0;5;2.255;Left;0.806;5;lctrl;4;1;3;0.756;0.0;0.379;2;0.856;ex1;1
-5;1;0.0;-5;2.973;Left;0.801;-5;lctrl;5;1;48;0.751;0.0;0.352;1;1.604;ex1;1
-5;1;0.0;-5;2.247;Left;0.807;5;lctrl;6;-1;3;0.757;0.0;0.376;1;0.857;ex1;1
5;-1;0.0;-5;3.048;Right;0.802;-5;rctrl;7;1;48;0.752;0.0;0.42;0;1.604;ex1;1
-5;-1;0.0;5;3.066;Left;0.801;-5;lctrl;8;-1;48;0.751;0.0;0.445;2;1.604;ex1;1
-5;1;0.0;-5;2.973;Left;0.806;-5;lctrl;9;1;48;0.756;0.0;0.353;3;1.607;ex1;1
5;1;0.0;5;2.275;Right;0.803;5;rctrl;10;1;3;0.753;0.0;0.397;0;0.853;ex1;1
5;1;0.0;5;2.942;Right;0.802;-5;rctrl;11;-1;48;0.752;0.0;0.317;2;1.603;ex1;1
5;-1;0.0;-5;2.282;Right;0.802;5;rctrl;12;-1;3;0.752;0.0;0.41;0;0.853;ex1;1
5;1;0.0;5;2.224;Right;0.801;-5;rctrl;13;-1;3;0.751;0.0;0.346;2;0.851;ex1;1
5;-1;0.0;-5;3.004;Right;0.801;-5;rctrl;14;1;48;0.751;0.0;0.387;2;1.604;ex1;1
5;1;0.0;5;2.978;Right;0.807;5;rctrl;15;1;48;0.757;0.0;0.352;0;1.61;ex1;1
5;-1;0.0;-5;2.31;Right;0.803;-5;rctrl;16;1;3;0.752;0.0;0.436;0;0.853;ex1;1
-5;1;0.0;-5;2.299;Left;0.802;-5;lctrl;17;1;3;0.752;0.0;0.429;0;0.852;ex1;1
5;-1;0.0;-5;3.016;Right;0.802;5;rctrl;18;-1;48;0.752;0.0;0.391;2;1.605;ex1;1
5;-1;0.0;-5;2.255;Right;0.801;-5;rctrl;19;1;3;0.751;0.0;0.386;2;0.852;ex1;1
-5;1;0.0;-5;2.982;Left;0.803;5;lctrl;20;-1;48;0.752;0.0;0.351;0;1.609;ex1;1
-5;1;0.0;-5;2.313;Left;0.802;-5;lctrl;21;1;3;0.752;0.0;0.435;1;0.853;ex1;1
-5;-1;0.0;5;2.349;Left;0.801;-5;lctrl;22;-1;3;0.751;0.0;0.484;0;0.851;ex1;1
5;-1;0.0;-5;2.242;Right;0.801;5;rctrl;23;-1;3;0.751;0.0;0.372;1;0.851;ex1;1
-5;1;0.0;-5;3.002;Left;0.802;5;lctrl;24;-1;48;0.752;0.0;0.371;2;1.608;ex1;1
-5;1;0.0;-5;2.271;Left;0.801;5;lctrl;25;-1;3;0.751;0.0;0.407;2;0.851;ex1;1
-5;-1;0.0;5;2.357;Left;0.803;5;lctrl;26;1;3;0.752;0.0;0.488;1;0.853;ex1;1
5;1;0.0;5;2.998;Right;0.802;5;rctrl;27;1;48;0.752;0.0;0.375;1;1.604;ex1;1
5;1;0.0;5;3.082;Right;0.801;-5;rctrl;28;-1;48;0.751;0.0;0.455;1;1.608;ex1;1
-5;1;0.0;-5;2.97;Left;0.802;5;lctrl;29;-1;48;0.752;0.0;0.351;3;1.604;ex1;1
5;1;0.0;5;2.229;Right;0.803;5;rctrl;30;1;3;0.752;0.0;0.355;1;0.853;ex1;1
5;-1;0.0;-5;2.286;Right;0.802;5;rctrl;31;-1;3;0.752;0.0;0.408;2;0.852;ex1;1
-5;1;0.0;-5;2.224;Left;0.801;5;lctrl;32;-1;3;0.751;0.0;0.356;0;0.851;ex1;1
-5;-1;0.0;5;2.329;Left;0.802;5;lctrl;33;1;3;0.752;0.0;0.455;3;0.853;ex1;1
5;1;0.0;5;2.223;Right;0.802;-5;rctrl;34;-1;3;0.752;0.0;0.36;1;0.852;ex1;1
-5;1;0.0;-5;2.218;Left;0.807;-5;lctrl;35;1;3;0.757;0.0;0.342;3;0.857;ex1;1
-5;-1;0.0;5;3.02;Left;0.801;5;lctrl;36;1;48;0.751;0.0;0.402;1;1.604;ex1;1
5;1;0.0;5;2.307;Right;0.803;-5;rctrl;37;-1;3;0.753;0.0;0.428;3;0.853;ex1;1
5;-1;0.0;-5;3.191;Right;0.801;-5;rctrl;38;1;48;0.751;0.0;0.571;1;1.604;ex1;1
-5;1;0.0;-5;2.982;Left;0.802;-5;lctrl;39;1;48;0.752;0.0;0.359;2;1.604;ex1;1
5;1;0.0;5;3.223;Right;0.806;5;rctrl;40;1;48;0.756;0.0;0.582;3;1.608;ex1;1
-5;-1;0.0;5;2.318;Left;0.801;5;lctrl;41;1;3;0.751;0.0;0.454;0;0.851;ex1;1
5;1;0.0;5;2.275;Right;0.806;5;rctrl;42;1;3;0.757;0.0;0.401;3;0.857;ex1;1
5;1;0.0;5;2.995;Right;0.803;-5;rctrl;43;-1;48;0.753;0.0;0.371;3;1.604;ex1;1
-5;1;0.0;-5;3.158;Left;0.801;5;lctrl;44;-1;48;0.751;0.0;0.535;1;1.603;ex1;1
5;-1;0.0;-5;2.235;Right;0.802;-5;rctrl;45;1;3;0.752;0.0;0.356;1;0.852;ex1;1
-5;1;0.0;-5;2.271;Left;0.802;5;lctrl;46;-1;3;0.752;0.0;0.396;3;0.852;ex1;1
5;1;0.0;5;2.989;Right;0.801;-5;rctrl;47;-1;48;0.751;0.0;0.362;0;1.608;ex1;1
5;-1;0.0;-5;3.004;Right;0.8;5;lctrl;48;-1;48;0.75;0.0;0.364;0;1.602;ex1;0
-5;-1;0.0;5;2.371;Left;0.803;-5;lctrl;49;-1;3;0.753;0.0;0.494;3;0.853;ex1;1
-5;-1;0.0;5;3.051;Left;0.801;5;lctrl;50;1;48;0.751;0.0;0.421;3;1.604;ex1;1
5;1;0.0;5;2.973;Right;0.806;5;rctrl;51;1;48;0.756;0.0;0.351;2;1.608;ex1;1
5;-1;0.0;-5;2.258;Right;0.801;-5;rctrl;52;1;3;0.751;0.0;0.388;3;0.851;ex1;1
-5;1;0.0;-5;2.97;Left;0.802;-5;lctrl;53;1;48;0.752;0.0;0.343;0;1.604;ex1;1
-5;1;0.0;-5;2.269;Left;0.801;-5;lctrl;54;1;3;0.751;0.0;0.405;2;0.852;ex1;1
5;1;0.0;5;2.198;Right;0.803;5;rctrl;55;1;3;0.753;0.0;0.326;2;0.853;ex1;1
-5;-1;0.0;5;2.287;Left;0.801;-5;lctrl;56;-1;3;0.751;0.0;0.41;1;0.851;ex1;1
5;1;0.0;5;2.271;Right;0.801;-5;rctrl;57;-1;3;0.751;0.0;0.397;0;0.851;ex1;1
-5;-1;0.0;5;3.066;Left;0.807;-5;lctrl;58;-1;48;0.757;0.0;0.433;0;1.609;ex1;1
5;-1;0.0;-5;2.252;Right;0.802;5;rctrl;59;-1;3;0.752;0.0;0.386;3;0.852;ex1;1
5;-1;0.0;-5;3.088;Right;0.803;5;rctrl;60;-1;48;0.753;0.0;0.453;1;1.605;ex1;1
5;-1;0.0;-5;3.069;Right;0.803;5;rctrl;61;-1;48;0.753;0.0;0.433;3;1.605;ex1;1
-5;-1;0.0;5;3.238;Left;0.801;-5;lctrl;62;-1;48;0.751;0.0;0.614;1;1.604;ex1;1
-5;-1;0.0;5;2.349;Left;0.801;-5;lctrl;63;-1;3;0.751;0.0;0.473;2;0.851;ex1;1
5;-1;0.0;-5;3.098;Right;0.801;-5;rctrl;64;1;48;0.751;0.0;0.465;3;1.608;ex1;1
-5;-1;0.0;5;2.754;Left;0.801;5;rctrl;1;1;3;0.751;0.0;0.856;2;0.852;ex2;0
5;-1;0.0;-5;3.362;Right;0.806;-5;rctrl;2;1;48;0.756;0.0;0.73;1;1.608;ex2;1
5;-1;0.0;-5;2.282;Right;0.8;5;rctrl;3;-1;3;0.75;0.0;0.411;3;0.851;ex2;1
-5;-1;0.0;5;3.082;Left;0.801;5;lctrl;4;1;48;0.751;0.0;0.457;1;1.604;ex2;1
-5;-1;0.0;5;2.345;Left;0.802;-5;lctrl;5;-1;3;0.752;0.0;0.468;3;0.853;ex2;1
-5;-1;0.0;5;2.286;Left;0.801;-5;lctrl;6;-1;3;0.751;0.0;0.413;1;0.851;ex2;1
5;1;0.0;5;3.051;Right;0.805;-5;rctrl;7;-1;48;0.755;0.0;0.427;3;1.608;ex2;1
5;1;0.0;5;2.364;Right;0.802;-5;rctrl;8;-1;3;0.752;0.0;0.485;2;0.852;ex2;1
-5;-1;0.0;5;2.318;Left;0.801;5;lctrl;9;1;3;0.751;0.0;0.443;0;0.851;ex2;1
-5;-1;0.0;5;2.254;Left;0.802;5;lctrl;10;1;3;0.752;0.0;0.38;3;0.852;ex2;1
-5;-1;0.0;5;3.051;Left;0.807;5;lctrl;11;1;48;0.757;0.0;0.418;0;1.609;ex2;1
-5;1;0.0;-5;2.331;Left;0.801;-5;lctrl;12;1;3;0.751;0.0;0.461;2;0.851;ex2;1
5;1;0.0;5;3.051;Right;0.801;5;rctrl;13;1;48;0.751;0.0;0.422;0;1.609;ex2;1
-5;1;0.0;-5;2.318;Left;0.802;5;lctrl;14;-1;3;0.752;0.0;0.44;2;0.853;ex2;1
5;1;0.0;5;3.004;Right;0.801;5;rctrl;15;1;48;0.751;0.0;0.38;2;1.604;ex2;1
5;1;0.0;5;2.396;Right;0.801;5;rctrl;16;1;3;0.751;0.0;0.53;3;0.852;ex2;1
5;-1;0.0;-5;3.035;Right;0.801;5;rctrl;17;-1;48;0.751;0.0;0.431;2;1.604;ex2;1
5;-1;0.0;-5;2.305;Right;0.802;-5;rctrl;18;1;3;0.752;0.0;0.44;0;0.852;ex2;1
5;-1;0.0;-5;3.075;Right;0.806;5;rctrl;19;-1;48;0.756;0.0;0.446;0;1.607;ex2;1
-5;-1;0.0;5;2.302;Left;0.801;-5;lctrl;20;-1;3;0.751;0.0;0.416;0;0.851;ex2;1
5;-1;0.0;-5;2.989;Right;0.801;5;rctrl;21;-1;48;0.751;0.0;0.371;3;1.604;ex2;1
5;-1;0.0;-5;2.324;Right;0.803;-5;rctrl;22;1;3;0.753;0.0;0.446;3;0.853;ex2;1
5;1;0.0;5;2.988;Right;0.801;5;rctrl;23;1;48;0.751;0.0;0.372;3;1.604;ex2;1
5;1;0.0;5;3.12;Right;0.803;-5;rctrl;24;-1;48;0.753;0.0;0.423;0;1.677;ex2;1
5;-1;0.0;-5;3.004;Right;0.801;-5;rctrl;25;1;48;0.751;0.0;0.385;2;1.604;ex2;1
-5;1;0.0;-5;3.259;Left;0.803;5;lctrl;26;-1;48;0.753;0.0;0.635;0;1.605;ex2;1
5;1;0.0;5;2.967;Right;0.807;-5;rctrl;27;-1;48;0.759;0.0;0.343;2;1.609;ex2;1
5;1;0.0;5;3.017;Right;0.802;-5;rctrl;28;-1;48;0.752;0.0;0.389;1;1.603;ex2;1
-5;-1;0.0;5;3.238;Left;0.801;-5;lctrl;29;-1;48;0.751;0.0;0.607;1;1.608;ex2;1
-5;1;0.0;-5;2.302;Left;0.801;-5;lctrl;30;1;3;0.751;0.0;0.416;0;0.852;ex2;1
5;-1;0.0;-5;2.299;Right;0.801;-5;rctrl;31;1;3;0.751;0.0;0.423;2;0.852;ex2;1
5;-1;0.0;-5;3.098;Right;0.801;5;rctrl;32;-1;48;0.751;0.0;0.477;1;1.604;ex2;1
5;1;0.0;5;2.318;Right;0.801;5;rctrl;33;1;3;0.751;0.0;0.438;1;0.851;ex2;1
-5;1;0.0;-5;2.305;Left;0.803;5;lctrl;34;-1;3;0.753;0.0;0.426;0;0.853;ex2;1
5;1;0.0;5;3.067;Right;0.801;5;rctrl;35;1;48;0.751;0.0;0.415;1;1.608;ex2;1
-5;1;0.0;-5;2.333;Left;0.801;-5;lctrl;36;1;3;0.751;0.0;0.467;1;0.851;ex2;1
5;-1;0.0;-5;2.305;Right;0.802;5;rctrl;37;-1;3;0.752;0.0;0.426;1;0.852;ex2;1
-5;-1;0.0;5;3.142;Left;0.801;-5;lctrl;38;-1;48;0.751;0.0;0.52;0;1.604;ex2;1
5;-1;0.0;-5;2.359;Right;0.802;5;rctrl;39;-1;3;0.752;0.0;0.485;0;0.852;ex2;1
-5;-1;0.0;5;3.329;Left;0.802;5;lctrl;40;1;48;0.752;0.0;0.7;2;1.604;ex2;1
-5;1;0.0;-5;3.173;Left;0.807;5;lctrl;41;-1;48;0.756;0.0;0.541;1;1.609;ex2;1
