targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;1;0.0;-5;3.583;Left;0.802;5;lctrl;1;-1;48;0.752;0.0;0.958;3;1.604;practice;1
5;-1;0.0;-5;2.567;Right;0.801;5;rctrl;2;-1;3;0.751;0.0;0.697;0;0.851;practice;1
-5;1;0.0;-5;2.443;Left;0.801;-5;lctrl;3;1;3;0.751;0.0;0.579;0;0.851;practice;1
-5;1;0.0;-5;2.393;Left;0.802;5;lctrl;4;-1;3;0.752;0.0;0.518;1;0.852;practice;1
5;1;0.0;5;2.377;Right;0.802;-5;rctrl;5;-1;3;0.752;0.0;0.499;3;0.852;practice;1
5;1;0.0;5;2.347;Right;0.802;-5;rctrl;6;-1;3;0.752;0.0;0.466;2;0.852;practice;1
-5;-1;0.0;5;3.222;Left;0.806;5;lctrl;7;1;48;0.756;0.0;0.595;0;1.609;practice;1
5;-1;0.0;-5;2.427;Right;0.801;5;rctrl;8;-1;3;0.751;0.0;0.556;3;0.851;practice;1
-5;1;0.0;-5;3.111;Left;0.802;-5;lctrl;9;1;48;0.752;0.0;0.483;1;1.609;practice;1
5;-1;0.0;-5;3.184;Right;0.802;5;rctrl;10;-1;48;0.752;0.0;0.562;0;1.604;practice;1
-5;-1;0.0;5;3.222;Left;0.801;5;lctrl;11;1;48;0.751;0.0;0.599;1;1.608;practice;1
5;-1;0.0;-5;3.054;Right;0.801;5;rctrl;12;-1;48;0.751;0.0;0.434;3;1.603;practice;1
5;-1;0.0;-5;2.495;Right;0.803;5;rctrl;13;-1;3;0.753;0.0;0.618;2;0.853;practice;1
5;1;0.0;5;3.143;Right;0.802;5;rctrl;14;1;48;0.752;0.0;0.51;3;1.609;practice;1
-5;-1;0.0;5;2.458;Left;0.801;-5;lctrl;15;-1;3;0.751;0.0;0.59;1;0.851;practice;1
-5;-1;0.0;5;2.345;Left;0.806;5;lctrl;16;1;3;0.756;0.0;0.476;0;0.857;practice;1
5;1;0.0;5;3.124;Right;0.801;5;rctrl;17;1;48;0.752;0.0;0.501;0;1.603;practice;1
5;-1;0.0;-5;3.091;Right;0.802;-5;rctrl;18;1;48;0.752;0.0;0.475;3;1.604;practice;1
5;1;0.0;5;2.405;Right;0.802;5;rctrl;19;1;3;0.752;0.0;0.539;1;0.852;practice;1
-5;-1;0.0;5;3.153;Left;0.806;5;lctrl;20;1;48;0.756;0.0;0.531;3;1.609;practice;1
-5;-1;0.0;5;3.113;Left;0.801;-5;lctrl;21;-1;48;0.751;0.0;0.49;0;1.602;practice;1
5;-1;0.0;-5;2.427;Right;0.801;-5;rctrl;22;1;3;0.751;0.0;0.553;3;0.851;practice;1
-5;1;0.0;-5;2.675;Left;0.802;-5;lctrl;23;1;3;0.752;0.0;0.805;2;0.852;practice;1
5;-1;0.0;-5;3.187;Right;0.806;5;rctrl;24;-1;48;0.755;0.0;0.563;1;1.608;practice;1
-5;-1;0.0;5;2.567;Left;0.801;5;lctrl;25;1;3;0.751;0.0;0.694;3;0.851;practice;1
5;1;0.0;5;2.377;Right;0.801;5;lctrl;26;1;3;0.751;0.0;0.484;2;0.852;practice;0
5;1;0.0;5;3.267;Right;0.802;-5;rctrl;27;-1;48;0.752;0.0;0.65;3;1.604;practice;1
-5;-1;0.0;5;3.116;Left;0.802;-5;lctrl;28;-1;48;0.752;0.0;0.491;3;1.604;practice;1
-5;-1;0.0;5;3.035;Left;0.806;5;lctrl;29;1;48;0.756;0.0;0.412;2;1.608;practice;1
-5;-1;0.0;5;2.427;Left;0.801;-5;lctrl;30;-1;3;0.751;0.0;0.559;3;0.851;practice;1
5;1;0.0;5;3.064;Right;0.801;5;rctrl;31;1;48;0.751;0.0;0.434;2;1.604;practice;1
5;-1;0.0;-5;3.066;Right;0.806;5;rctrl;32;-1;48;0.756;0.0;0.439;2;1.608;practice;1
5;1;0.0;5;3.175;Right;0.801;-5;rctrl;1;-1;48;0.751;0.0;0.553;2;1.604;ex1;1
-5;-1;0.0;5;3.091;Left;0.806;5;lctrl;2;1;48;0.756;0.0;0.449;2;1.609;ex1;1
-5;1;0.0;-5;2.38;Left;0.801;-5;lctrl;3;1;3;0.751;0.0;0.508;1;0.851;ex1;1
5;1;0.0;5;2.287;Right;0.806;5;rctrl;4;1;3;0.756;0.0;0.404;2;0.856;ex1;1
-5;1;0.0;-5;2.208;Left;0.801;-5;lctrl;5;1;3;0.751;0.0;0.348;2;0.851;ex1;1
-5;1;0.0;-5;2.236;Left;0.802;5;lctrl;6;-1;3;0.752;0.0;0.368;2;0.853;ex1;1
-5;-1;0.0;5;2.464;Left;0.807;5;lctrl;7;1;3;0.757;0.0;0.591;1;0.857;ex1;1
-5;-1;0.0;5;3.078;Left;0.802;5;lctrl;8;1;48;0.752;0.0;0.449;0;1.604;ex1;1
-5;1;0.0;-5;2.221;Left;0.802;5;lctrl;9;-1;3;0.752;0.0;0.353;0;0.852;ex1;1
-5;1;0.0;-5;2.232;Left;0.803;5;lctrl;10;-1;3;0.752;0.0;0.357;1;0.853;ex1;1
5;1;0.0;5;2.315;Right;0.802;5;rctrl;11;1;3;0.752;0.0;0.444;1;0.852;ex1;1
5;1;0.0;5;2.286;Right;0.801;5;rctrl;12;1;3;0.751;0.0;0.412;3;0.851;ex1;1
5;1;0.0;5;3.08;Right;0.801;-5;rctrl;13;-1;48;0.751;0.0;0.461;0;1.603;ex1;1
5;-1;0.0;-5;2.474;Right;0.801;-5;rctrl;14;1;3;0.751;0.0;0.606;1;0.851;ex1;1
-5;-1;0.0;5;2.328;Left;0.802;5;lctrl;15;1;3;0.752;0.0;0.455;3;0.852;ex1;1
5;-1;0.0;-5;2.41;Right;0.802;5;rctrl;16;-1;3;0.752;0.0;0.536;2;0.852;ex1;1
5;-1;0.0;-5;3.158;Right;0.802;5;rctrl;17;-1;48;0.752;0.0;0.536;3;1.608;ex1;1
5;1;0.0;5;3.087;Right;0.802;5;rctrl;18;1;48;0.752;0.0;0.469;1;1.604;ex1;1
5;-1;0.0;-5;3.149;Right;0.802;5;rctrl;19;-1;48;0.753;0.0;0.519;2;1.609;ex1;1
-5;1;0.0;-5;3.141;Left;0.802;-5;lctrl;20;1;48;0.752;0.0;0.525;1;1.603;ex1;1
5;1;0.0;5;2.405;Right;0.802;-5;rctrl;21;-1;3;0.752;0.0;0.539;3;0.852;ex1;1
-5;1;0.0;-5;2.981;Left;0.802;5;lctrl;22;-1;48;0.752;0.0;0.352;0;1.604;ex1;1
-5;-1;0.0;5;3.144;Left;0.805;5;lctrl;23;1;48;0.756;0.0;0.52;3;1.608;ex1;1
-5;-1;0.0;5;2.388;Left;0.802;-5;lctrl;24;-1;3;0.752;0.0;0.518;0;0.852;ex1;1
5;1;0.0;5;2.311;Right;0.802;-5;rctrl;25;-1;3;0.752;0.0;0.435;2;0.852;ex1;1
5;1;0.0;5;3.158;Right;0.802;-5;rctrl;26;-1;48;0.752;0.0;0.54;3;1.604;ex1;1
5;-1;0.0;-5;2.452;Right;0.809;5;rctrl;27;-1;3;0.757;0.0;0.572;1;0.857;ex1;1
5;-1;0.0;-5;2.38;Right;0.802;5;rctrl;28;-1;3;0.751;0.0;0.511;3;0.852;ex1;1
-5;1;0.0;-5;3.129;Left;0.801;-5;lctrl;29;1;48;0.751;0.0;0.507;0;1.604;ex1;1
-5;-1;0.0;5;2.3;Left;0.806;-5;lctrl;30;-1;3;0.756;0.0;0.429;3;0.856;ex1;1
-5;1;0.0;-5;2.24;Left;0.8;-5;lctrl;31;1;3;0.75;0.0;0.369;0;0.85;ex1;1
-5;-1;0.0;5;3.031;Left;0.801;5;lctrl;32;1;48;0.751;0.0;0.412;1;1.604;ex1;1
-5;-1;0.0;5;2.38;Left;0.801;-5;lctrl;33;-1;3;0.751;0.0;0.503;2;0.851;ex1;1
5;1;0.0;5;3.144;Right;0.801;5;rctrl;34;1;48;0.751;0.0;0.511;3;1.608;ex1;1
5;-1;0.0;-5;3.129;Right;0.806;-5;rctrl;35;1;48;0.756;0.0;0.497;3;1.607;ex1;1
5;-1;0.0;-5;3.048;Right;0.802;-5;rctrl;36;1;48;0.752;0.0;0.426;1;1.605;ex1;1
-5;1;0.0;-5;3.098;Left;0.801;-5;lctrl;37;1;48;0.751;0.0;0.467;2;1.604;ex1;1
5;1;0.0;5;3.067;Right;0.801;5;rctrl;38;1;48;0.751;0.0;0.438;0;1.608;ex1;1
5;-1;0.0;-5;3.111;Right;0.802;-5;rctrl;39;1;48;0.752;0.0;0.487;0;1.604;ex1;1
-5;-1;0.0;5;2.361;Left;0.802;5;lctrl;40;1;3;0.752;0.0;0.486;2;0.852;ex1;1
-5;1;0.0;-5;3.128;Left;0.802;5;lctrl;41;-1;48;0.752;0.0;0.505;2;1.608;ex1;1
-5;-1;0.0;5;2.42;Left;0.802;5;lctrl;42;1;3;0.752;0.0;0.543;0;0.852;ex1;1
-5;-1;0.0;5;3.082;Left;0.801;-5;lctrl;43;-1;48;0.751;0.0;0.457;2;1.608;ex1;1
5;-1;0.0;-5;3.142;Right;0.801;5;rctrl;44;-1;48;0.751;0.0;0.531;1;1.603;ex1;1
5;-1;0.0;-5;2.376;Right;0.801;-5;rctrl;45;1;3;0.751;0.0;0.497;3;0.852;ex1;1
-5;1;0.0;-5;2.614;Left;0.801;5;lctrl;46;-1;3;0.751;0.0;0.739;3;0.851;ex1;1
5;1;0.0;5;3.02;Right;0.801;5;rctrl;47;1;48;0.751;0.0;0.415;2;1.602;ex1;1
5;1;0.0;5;2.417;Right;0.807;-5;rctrl;48;-1;3;0.757;0.0;0.54;1;0.857;ex1;1
5;1;0.0;5;2.332;Right;0.802;5;rctrl;49;1;3;0.752;0.0;0.457;0;0.852;ex1;1
5;-1;0.0;-5;3.222;Right;0.801;5;rctrl;50;-1;48;0.751;0.0;0.605;0;1.604;ex1;1
-5;-1;0.0;5;4.197;Left;0.805;-5;0;51;-1;48;0.755;0.0;300.15;3;1.607;ex1;0
-5;1;0.0;-5;3.032;Left;0.801;5;lctrl;52;-1;48;0.751;0.0;0.401;3;1.604;ex1;1
-5;1;0.0;-5;3.004;Left;0.801;5;lctrl;53;-1;48;0.751;0.0;0.386;1;1.604;ex1;1
-5;-1;0.0;5;3.15;Left;0.807;-5;lctrl;54;-1;48;0.757;0.0;0.519;0;1.61;ex1;1
-5;1;0.0;-5;2.455;Left;0.802;-5;lctrl;55;1;3;0.752;0.0;0.565;3;0.852;ex1;1
