targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;1;0.0;5;2.303;Right;0.8;5;rctrl;1;1;3;0.75;0.0;0.434;2;0.85;practice;1
-5;-1;0.0;5;3.215;Left;0.802;-5;rctrl;2;-1;48;0.752;0.0;0.563;3;1.604;practice;0
5;-1;0.0;-5;3.116;Right;0.801;5;rctrl;3;-1;48;0.751;0.0;0.515;2;1.602;practice;1
-5;-1;0.0;5;3.116;Left;0.801;5;lctrl;4;1;48;0.751;0.0;0.498;1;1.603;practice;1
5;1;0.0;5;3.176;Right;0.806;-5;rctrl;5;-1;48;0.756;0.0;0.545;3;1.608;practice;1
5;1;0.0;5;3.144;Right;0.8;5;rctrl;6;1;48;0.75;0.0;0.524;1;1.607;practice;1
5;-1;0.0;-5;2.421;Right;0.802;5;rctrl;7;-1;3;0.751;0.0;0.546;0;0.852;practice;1
-5;1;0.0;-5;2.255;Left;0.806;5;lctrl;8;-1;3;0.756;0.0;0.378;1;0.856;practice;1
-5;1;0.0;-5;3.066;Left;0.801;-5;lctrl;9;1;48;0.751;0.0;0.44;3;1.604;practice;1
5;1;0.0;5;2.222;Right;0.802;-5;rctrl;10;-1;3;0.752;0.0;0.364;3;0.853;practice;1
5;1;0.0;5;2.996;Right;0.802;5;rctrl;11;1;48;0.751;0.0;0.378;0;1.603;practice;1
5;1;0.0;5;2.988;Right;0.801;-5;rctrl;12;-1;48;0.751;0.0;0.381;0;1.604;practice;1
5;1;0.0;5;2.979;Right;0.807;5;rctrl;13;1;48;0.757;0.0;0.357;3;1.609;practice;1
-5;1;0.0;-5;3.091;Left;0.802;-5;lctrl;14;1;48;0.752;0.0;0.464;1;1.605;practice;1
5;-1;0.0;-5;3.082;Right;0.801;5;rctrl;15;-1;48;0.751;0.0;0.482;3;1.601;practice;1
-5;1;0.0;-5;2.274;Left;0.8;-5;lctrl;16;1;3;0.75;0.0;0.402;3;0.85;practice;1
-5;1;0.0;-5;2.923;Left;0.801;5;lctrl;17;-1;48;0.751;0.0;0.293;3;1.604;practice;1
-5;-1;0.0;5;2.365;Left;0.801;-5;rctrl;18;-1;3;0.751;0.0;0.468;1;0.851;practice;0
5;-1;0.0;-5;3.253;Right;0.801;-5;rctrl;19;1;48;0.751;0.0;0.623;0;1.604;practice;1
5;1;0.0;5;2.332;Right;0.802;-5;rctrl;20;-1;3;0.752;0.0;0.458;2;0.852;practice;1
5;-1;0.0;-5;3.113;Right;0.801;5;rctrl;21;-1;48;0.751;0.0;0.49;1;1.602;practice;1
-5;-1;0.0;5;3.113;Left;0.801;5;lctrl;22;1;48;0.751;0.0;0.484;0;1.608;practice;1
5;1;0.0;5;2.968;Right;0.802;5;rctrl;23;1;48;0.752;0.0;0.338;2;1.605;practice;1
5;-1;0.0;-5;2.302;Right;0.801;-5;rctrl;24;1;3;0.751;0.0;0.429;3;0.851;practice;1
-5;1;0.0;-5;2.193;Left;0.801;5;lctrl;25;-1;3;0.751;0.0;0.32;0;0.851;practice;1
-5;-1;0.0;5;2.627;Left;0.802;-5;rctrl;26;-1;3;0.752;0.0;0.732;3;0.853;practice;0
5;1;0.0;5;2.269;Right;0.802;-5;rctrl;27;-1;3;0.752;0.0;0.4;1;0.853;practice;1
-5;-1;0.0;5;2.353;Left;0.803;5;lctrl;28;1;3;0.753;0.0;0.474;3;0.853;practice;1
5;-1;0.0;-5;3.113;Right;0.802;-5;rctrl;29;1;48;0.752;0.0;0.465;3;1.605;practice;1
-5;-1;0.0;5;3.051;Left;0.801;-5;lctrl;30;-1;48;0.751;0.0;0.434;2;1.604;practice;1
5;-1;0.0;-5;3.085;Right;0.801;5;rctrl;31;-1;48;0.751;0.0;0.464;0;1.608;practice;1
5;-1;0.0;-5;2.333;Right;0.8;-5;rctrl;32;1;3;0.75;0.0;0.482;2;0.85;practice;1
5;-1;0.0;-5;3.05;Right;0.805;5;rctrl;1;-1;48;0.755;0.0;0.422;2;1.611;ex1;1
-5;-1;0.0;5;2.266;Left;0.802;5;lctrl;2;1;3;0.752;0.0;0.391;1;0.852;ex1;1
-5;-1;0.0;5;3.082;Left;0.801;5;lctrl;3;1;48;0.751;0.0;0.455;2;1.604;ex1;1
-5;-1;0.0;5;2.333;Left;0.806;5;lctrl;4;1;3;0.756;0.0;0.458;2;0.856;ex1;1
-5;1;0.0;-5;2.286;Left;0.801;5;lctrl;5;-1;3;0.751;0.0;0.411;1;0.851;ex1;1
-5;1;0.0;-5;3.082;Left;0.806;-5;lctrl;6;1;48;0.756;0.0;0.458;1;1.607;ex1;1
-5;1;0.0;-5;2.94;Left;0.8;-5;lctrl;7;1;48;0.751;0.0;0.325;2;1.601;ex1;1
-5;1;0.0;-5;2.235;Left;0.802;-5;lctrl;8;1;3;0.752;0.0;0.37;2;0.853;ex1;1
-5;-1;0.0;5;3.149;Left;0.803;5;lctrl;9;1;48;0.753;0.0;0.501;0;1.605;ex1;1
-5;1;0.0;-5;3.02;Left;0.806;5;lctrl;10;-1;48;0.756;0.0;0.398;0;1.608;ex1;1
-5;-1;0.0;5;2.958;Left;0.802;-5;lctrl;11;-1;48;0.752;0.0;0.327;2;1.606;ex1;1
5;-1;0.0;-5;2.318;Right;0.801;5;rctrl;12;-1;3;0.751;0.0;0.445;2;0.851;ex1;1
5;1;0.0;5;2.988;Right;0.801;-5;rctrl;13;-1;48;0.751;0.0;0.363;1;1.608;ex1;1
5;1;0.0;5;2.988;Right;0.801;5;rctrl;14;1;48;0.751;0.0;0.348;3;1.604;ex1;1
-5;1;0.0;-5;2.302;Left;0.801;-5;lctrl;15;1;3;0.751;0.0;0.434;0;0.851;ex1;1
5;1;0.0;5;2.963;Right;0.803;-5;rctrl;16;-1;48;0.753;0.0;0.338;3;1.605;ex1;1
5;-1;0.0;-5;2.393;Right;0.802;-5;lctrl;17;1;3;0.752;0.0;0.51;3;0.853;ex1;0
-5;1;0.0;-5;3.048;Left;0.807;5;lctrl;18;-1;48;0.756;0.0;0.417;2;1.607;ex1;1
5;1;0.0;5;2.269;Right;0.802;5;rctrl;19;1;3;0.752;0.0;0.401;0;0.853;ex1;1
-5;-1;0.0;5;2.338;Left;0.803;-5;rctrl;20;-1;3;0.753;0.0;0.451;0;0.853;ex1;0
-5;-1;0.0;5;2.403;Left;0.802;5;lctrl;21;1;3;0.752;0.0;0.539;3;0.852;ex1;1
-5;-1;0.0;5;3.057;Left;0.801;5;lctrl;22;1;48;0.75;0.0;0.437;3;1.607;ex1;1
-5;1;0.0;-5;2.275;Left;0.801;-5;lctrl;23;1;3;0.751;0.0;0.405;1;0.852;ex1;1
5;-1;0.0;-5;3.032;Right;0.802;-5;lctrl;24;1;48;0.752;0.0;0.385;2;1.603;ex1;0
-5;1;0.0;-5;3.003;Left;0.801;5;lctrl;25;-1;48;0.751;0.0;0.372;3;1.608;ex1;1
5;1;0.0;5;2.255;Right;0.801;5;rctrl;26;1;3;0.751;0.0;0.399;2;0.851;ex1;1
-5;-1;0.0;5;3.294;Left;0.803;-5;lctrl;27;-1;48;0.752;0.0;0.674;3;1.604;ex1;1
-5;-1;0.0;5;3.032;Left;0.807;-5;lctrl;28;-1;48;0.752;0.0;0.404;0;1.609;ex1;1
5;-1;0.0;-5;3.047;Right;0.8;5;rctrl;29;-1;48;0.75;0.0;0.426;3;1.601;ex1;1
-5;-1;0.0;5;2.287;Left;0.801;5;lctrl;30;1;3;0.751;0.0;0.418;0;0.851;ex1;1
5;-1;0.0;-5;2.324;Right;0.803;5;rctrl;31;-1;3;0.753;0.0;0.458;1;0.853;ex1;1
-5;-1;0.0;5;3.061;Left;0.806;5;lctrl;32;1;48;0.756;0.0;0.439;1;1.607;ex1;1
5;1;0.0;5;2.249;Right;0.802;-5;rctrl;33;-1;3;0.752;0.0;0.376;3;0.852;ex1;1
-5;-1;0.0;5;2.286;Left;0.801;-5;lctrl;34;-1;3;0.751;0.0;0.417;1;0.851;ex1;1
5;1;0.0;5;3.089;Right;0.802;5;rctrl;35;1;48;0.752;0.0;0.455;1;1.608;ex1;1
5;1;0.0;5;3.004;Right;0.801;5;rctrl;36;1;48;0.751;0.0;0.379;2;1.604;ex1;1
-5;1;0.0;-5;2.973;Left;0.802;5;lctrl;37;-1;48;0.752;0.0;0.352;1;1.604;ex1;1
5;1;0.0;5;2.965;Right;0.802;5;rctrl;38;1;48;0.752;0.0;0.348;0;1.605;ex1;1
-5;1;0.0;-5;2.942;Left;0.802;-5;lctrl;39;1;48;0.752;0.0;0.309;3;1.608;ex1;1
-5;1;0.0;-5;2.224;Left;0.801;5;lctrl;40;-1;3;0.751;0.0;0.357;0;0.851;ex1;1
5;-1;0.0;-5;3.062;Right;0.801;5;rctrl;41;-1;48;0.751;0.0;0.444;0;1.602;ex1;1
-5;1;0.0;-5;2.255;Left;0.806;5;lctrl;42;-1;3;0.756;0.0;0.384;2;0.856;ex1;1
5;-1;0.0;-5;2.525;Right;0.802;-5;rctrl;43;1;3;0.752;0.0;0.651;0;0.852;ex1;1
5;-1;0.0;-5;2.298;Right;0.802;-5;rctrl;44;1;3;0.752;0.0;0.42;2;0.852;ex1;1
5;1;0.0;5;2.224;Right;0.8;-5;rctrl;45;-1;3;0.75;0.0;0.365;0;0.85;ex1;1
-5;-1;0.0;5;3.095;Left;0.802;-5;lctrl;46;-1;48;0.752;0.0;0.461;1;1.608;ex1;1
5;-1;0.0;-5;2.318;Right;0.801;5;rctrl;47;-1;3;0.751;0.0;0.436;0;0.851;ex1;1
5;-1;0.0;-5;3.054;Right;0.804;-5;rctrl;48;1;48;0.753;0.0;0.425;1;1.605;ex1;1
5;1;0.0;5;2.255;Right;0.801;5;rctrl;49;1;3;0.751;0.0;0.398;1;0.851;ex1;1
-5;1;0.0;-5;2.233;Left;0.807;5;lctrl;50;-1;3;0.757;0.0;0.364;3;0.857;ex1;1
5;-1;0.0;-5;2.364;Right;0.801;-5;rctrl;51;1;3;0.751;0.0;0.489;1;0.851;ex1;1
5;-1;0.0;-5;3.3;Right;0.801;-5;rctrl;52;1;48;0.751;0.0;0.68;0;1.602;ex1;1
-5;-1;0.0;5;2.349;Left;0.806;-5;lctrl;53;-1;3;0.756;0.0;0.479;2;0.856;ex1;1
5;1;0.0;5;2.255;Right;0.801;-5;rctrl;54;-1;3;0.751;0.0;0.392;2;0.851;ex1;1
-5;-1;0.0;5;2.311;Left;0.806;-5;lctrl;55;-1;3;0.756;0.0;0.438;3;0.856;ex1;1
