targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;1;0.0;-5;4.191;Left;0.802;5;0;1;-1;48;0.752;0.0;51.338;3;1.603;practice;0
5;-1;0.0;-5;3.153;Right;0.803;-5;rctrl;2;1;48;0.752;0.0;0.527;0;1.604;practice;1
5;-1;0.0;-5;3.064;Right;0.801;5;rctrl;3;-1;48;0.751;0.0;0.445;0;1.603;practice;1
-5;1;0.0;-5;3.144;Left;0.802;-5;lctrl;4;1;48;0.752;0.0;0.516;0;1.605;practice;1
-5;1;0.0;-5;3.156;Left;0.807;5;lctrl;5;-1;48;0.752;0.0;0.534;1;1.608;practice;1
-5;1;0.0;-5;2.992;Left;0.802;5;lctrl;6;-1;48;0.752;0.0;0.373;2;1.602;practice;1
-5;-1;0.0;5;3.079;Left;0.801;5;lctrl;7;1;48;0.751;0.0;0.449;2;1.604;practice;1
-5;-1;0.0;5;2.784;Left;0.802;5;lctrl;8;1;3;0.752;0.0;0.914;2;0.852;practice;1
5;1;0.0;5;3.111;Right;0.801;5;rctrl;9;1;48;0.751;0.0;0.498;2;1.603;practice;1
5;1;0.0;5;3.065;Right;0.802;5;rctrl;10;1;48;0.752;0.0;0.441;3;1.604;practice;1
5;-1;0.0;-5;2.52;Right;0.801;5;rctrl;11;-1;3;0.751;0.0;0.65;2;0.851;practice;1
5;1;0.0;5;2.965;Right;0.807;5;rctrl;12;1;48;0.757;0.0;0.342;1;1.608;practice;1
-5;-1;0.0;5;3.125;Left;0.802;-5;lctrl;13;-1;48;0.752;0.0;0.507;2;1.605;practice;1
-5;-1;0.0;5;2.436;Left;0.802;-5;lctrl;14;-1;3;0.752;0.0;0.561;3;0.852;practice;1
-5;1;0.0;-5;2.224;Left;0.802;-5;lctrl;15;1;3;0.753;0.0;0.366;3;0.853;practice;1
-5;-1;0.0;5;3.014;Left;0.803;5;lctrl;16;1;48;0.752;0.0;0.393;3;1.605;practice;1
5;1;0.0;5;2.941;Right;0.802;5;rctrl;17;1;3;0.752;0.0;1.076;1;0.852;practice;1
