targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;-1;0.0;-5;3.302;Right;0.806;5;rctrl;1;-1;48;0.756;0.0;0.671;1;1.609;practice;1
-5;1;0.0;-5;3.066;Left;0.801;-5;lctrl;2;1;48;0.751;0.0;0.44;1;1.603;practice;1
5;1;0.0;5;2.505;Right;0.801;5;rctrl;3;1;3;0.751;0.0;0.633;1;0.856;practice;1
5;1;0.0;5;2.353;Right;0.803;-5;rctrl;4;-1;3;0.753;0.0;0.474;0;0.853;practice;1
5;-1;0.0;-5;2.365;Right;0.801;5;rctrl;5;-1;3;0.751;0.0;0.494;2;0.857;practice;1
-5;1;0.0;-5;2.347;Left;0.804;-5;lctrl;6;1;3;0.754;0.0;0.467;2;0.854;practice;1
-5;-1;0.0;5;3.081;Left;0.801;-5;lctrl;7;-1;48;0.752;0.0;0.451;0;1.604;practice;1
5;1;0.0;5;3.113;Right;0.801;5;rctrl;8;1;48;0.751;0.0;0.479;1;1.608;practice;1
-5;-1;0.0;5;3.129;Left;0.806;-5;lctrl;9;-1;48;0.756;0.0;0.494;3;1.608;practice;1
-5;-1;0.0;5;3.189;Left;0.802;-5;lctrl;10;-1;48;0.752;0.0;0.561;1;1.604;practice;1
-5;-1;0.0;5;2.489;Left;0.804;5;lctrl;11;1;3;0.754;0.0;0.618;0;0.855;practice;1
5;-1;0.0;-5;2.324;Right;0.802;-5;rctrl;12;1;3;0.752;0.0;0.46;3;0.852;practice;1
5;1;0.0;5;3.093;Right;0.802;5;rctrl;13;1;48;0.752;0.0;0.468;2;1.604;practice;1
5;-1;0.0;-5;3.061;Right;0.802;-5;rctrl;14;1;48;0.752;0.0;0.447;2;1.608;practice;1
5;1;0.0;5;3.06;Right;0.803;-5;rctrl;15;-1;48;0.752;0.0;0.448;1;1.605;practice;1
5;1;0.0;5;2.344;Right;0.802;5;rctrl;16;1;3;0.752;0.0;0.481;3;0.852;practice;1
5;1;0.0;5;2.238;Right;0.802;5;rctrl;17;1;3;0.752;0.0;0.361;0;0.852;practice;1
-5;1;0.0;-5;3.035;Left;0.801;5;lctrl;18;-1;48;0.751;0.0;0.404;3;1.604;practice;1
-5;-1;0.0;5;3.098;Left;0.801;5;lctrl;19;1;48;0.751;0.0;0.47;0;1.608;practice;1
-5;-1;0.0;5;2.298;Left;0.802;5;lctrl;20;1;3;0.752;0.0;0.43;2;0.852;practice;1
5;1;0.0;5;3.035;Right;0.801;-5;rctrl;21;-1;48;0.751;0.0;0.405;3;1.604;practice;1
5;-1;0.0;-5;3.051;Right;0.802;5;rctrl;22;-1;48;0.752;0.0;0.426;0;1.605;practice;1
5;-1;0.0;-5;2.287;Right;0.801;-5;rctrl;23;1;3;0.751;0.0;0.418;1;0.851;practice;1
-5;1;0.0;-5;3.058;Left;0.808;-5;lctrl;24;1;48;0.758;0.0;0.421;3;1.611;practice;1
5;1;0.0;5;2.271;Right;0.801;5;rctrl;25;1;3;0.751;0.0;0.395;2;0.852;practice;1
-5;1;0.0;-5;3.051;Left;0.801;5;lctrl;26;-1;48;0.751;0.0;0.421;0;1.604;practice;1
-5;1;0.0;-5;2.302;Left;0.801;5;lctrl;27;-1;3;0.751;0.0;0.428;3;0.852;practice;1
5;1;0.0;5;3.035;Right;0.801;-5;rctrl;28;-1;48;0.751;0.0;0.416;2;1.602;practice;1
5;-1;0.0;-5;3.055;Right;0.803;5;rctrl;29;-1;48;0.753;0.0;0.433;3;1.605;practice;1
5;-1;0.0;-5;2.323;Right;0.803;5;rctrl;30;-1;3;0.753;0.0;0.449;1;0.853;practice;1
-5;1;0.0;-5;2.318;Left;0.801;5;lctrl;31;-1;3;0.751;0.0;0.44;2;0.851;practice;1
5;1;0.0;5;2.985;Right;0.801;5;rctrl;32;1;48;0.751;0.0;0.368;0;1.604;practice;1
-5;1;0.0;-5;3.007;Left;0.802;-5;lctrl;1;1;48;0.752;0.0;0.373;3;1.609;ex1;1
-5;1;0.0;-5;2.973;Left;0.801;-5;lctrl;2;1;48;0.751;0.0;0.356;1;1.604;ex1;1
-5;-1;0.0;5;3.059;Left;0.803;5;lctrl;3;1;48;0.752;0.0;0.428;3;1.609;ex1;1
5;-1;0.0;-5;2.38;Right;0.801;5;rctrl;4;-1;3;0.751;0.0;0.504;2;0.851;ex1;1
-5;-1;0.0;5;3.051;Left;0.806;-5;lctrl;5;-1;48;0.756;0.0;0.416;3;1.608;ex1;1
5;1;0.0;5;2.364;Right;0.801;-5;rctrl;6;-1;3;0.751;0.0;0.483;2;0.851;ex1;1
5;-1;0.0;-5;3.082;Right;0.801;-5;rctrl;7;1;48;0.751;0.0;0.456;0;1.604;ex1;1
-5;1;0.0;-5;2.333;Left;0.806;5;lctrl;8;-1;3;0.756;0.0;0.459;3;0.856;ex1;1
5;-1;0.0;-5;2.287;Right;0.801;5;rctrl;9;-1;3;0.751;0.0;0.42;1;0.851;ex1;1
5;1;0.0;5;2.996;Right;0.803;-5;rctrl;10;-1;48;0.752;0.0;0.381;1;1.605;ex1;1
5;-1;0.0;-5;3.08;Right;0.802;-5;rctrl;11;1;48;0.752;0.0;0.465;1;1.604;ex1;1
-5;-1;0.0;5;3.066;Left;0.806;5;lctrl;12;1;48;0.756;0.0;0.437;1;1.609;ex1;1
-5;1;0.0;-5;2.299;Left;0.802;5;lctrl;13;-1;3;0.751;0.0;0.429;0;0.852;ex1;1
-5;1;0.0;-5;3.004;Left;0.801;-5;lctrl;14;1;48;0.751;0.0;0.384;2;1.608;ex1;1
5;1;0.0;5;2.32;Right;0.802;-5;rctrl;15;-1;3;0.752;0.0;0.452;3;0.852;ex1;1
5;-1;0.0;-5;2.294;Right;0.802;-5;rctrl;16;1;3;0.751;0.0;0.42;2;0.852;ex1;1
5;1;0.0;5;2.987;Right;0.802;5;rctrl;17;1;48;0.752;0.0;0.358;3;1.604;ex1;1
-5;-1;0.0;5;2.302;Left;0.802;5;lctrl;18;1;3;0.752;0.0;0.436;2;0.853;ex1;1
5;-1;0.0;-5;3.024;Right;0.802;5;rctrl;19;-1;48;0.752;0.0;0.396;1;1.605;ex1;1
-5;1;0.0;-5;3.067;Left;0.801;5;lctrl;20;-1;48;0.751;0.0;0.446;0;1.604;ex1;1
-5;-1;0.0;5;2.349;Left;0.801;5;lctrl;21;1;3;0.751;0.0;0.477;3;0.852;ex1;1
5;-1;0.0;-5;3.051;Right;0.805;5;rctrl;22;-1;48;0.755;0.0;0.421;2;1.608;ex1;1
5;1;0.0;5;2.317;Right;0.801;5;rctrl;23;1;3;0.751;0.0;0.447;0;0.852;ex1;1
-5;1;0.0;-5;2.255;Left;0.806;-5;lctrl;24;1;3;0.756;0.0;0.375;1;0.856;ex1;1
