targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
-5;1;0.0;-5;2.257;Left;0.802;5;lctrl;1;-1;3;0.752;0.0;0.398;2;0.852;practice;1
-5;-1;0.0;5;3.186;Left;0.803;-5;lctrl;2;-1;48;0.752;0.0;0.568;2;1.605;practice;1
5;1;0.0;5;2.991;Right;0.804;-5;rctrl;3;-1;48;0.754;0.0;0.37;3;1.605;practice;1
5;-1;0.0;-5;2.403;Right;0.802;-5;rctrl;4;1;3;0.752;0.0;0.524;1;0.853;practice;1
5;1;0.0;5;2.302;Right;0.805;5;rctrl;5;1;3;0.755;0.0;0.416;0;0.855;practice;1
-5;-1;0.0;5;2.24;Left;0.801;5;lctrl;6;1;3;0.751;0.0;0.375;1;0.851;practice;1
-5;-1;0.0;5;2.203;Left;0.801;5;lctrl;7;1;3;0.75;0.0;0.347;0;0.851;practice;1
5;1;0.0;5;2.201;Right;0.803;-5;rctrl;8;-1;3;0.752;0.0;0.328;1;0.853;practice;1
-5;-1;0.0;5;2.284;Left;0.801;-5;lctrl;9;-1;3;0.751;0.0;0.408;3;0.851;practice;1
5;-1;0.0;-5;2.38;Right;0.801;5;rctrl;10;-1;3;0.751;0.0;0.508;0;0.851;practice;1
-5;1;0.0;-5;2.318;Left;0.806;5;rctrl;11;-1;3;0.756;0.0;0.413;0;0.856;practice;0
5;-1;0.0;-5;3.097;Right;0.801;5;rctrl;12;-1;48;0.751;0.0;0.477;3;1.603;practice;1
5;1;0.0;5;3.051;Right;0.801;5;rctrl;13;1;48;0.751;0.0;0.42;2;1.604;practice;1
-5;1;0.0;-5;3.048;Left;0.801;-5;lctrl;14;1;48;0.751;0.0;0.434;3;1.602;practice;1
-5;1;0.0;-5;2.289;Left;0.8;-5;lctrl;15;1;3;0.75;0.0;0.422;3;0.85;practice;1
5;1;0.0;5;3.062;Right;0.801;-5;rctrl;16;-1;48;0.751;0.0;0.448;2;1.603;practice;1
-5;1;0.0;-5;3.019;Left;0.801;5;lctrl;17;-1;48;0.751;0.0;0.395;1;1.602;practice;1
